doc,word,n,tf,idf,tf_idf
Supriya Sule,clean,1,2.151462994836489e-4,0,0
Supriya Sule,clearance,2,4.302925989672978e-4,0,0
Supriya Sule,clearances,4,8.605851979345956e-4,0,0
Supriya Sule,cleared,1,2.151462994836489e-4,0,0
Supriya Sule,climate,1,2.151462994836489e-4,0,0
Supriya Sule,close,1,2.151462994836489e-4,0,0
Supriya Sule,closed,1,2.151462994836489e-4,0,0
Supriya Sule,clusters,2,4.302925989672978e-4,0,0
Supriya Sule,collaboration,3,6.454388984509467e-4,0,0
Supriya Sule,collected,2,4.302925989672978e-4,0,0
Supriya Sule,collection,4,8.605851979345956e-4,0,0
Supriya Sule,college,1,2.151462994836489e-4,0,0
Supriya Sule,colleges,1,2.151462994836489e-4,0,0
Supriya Sule,commencement,4,8.605851979345956e-4,0,0
Supriya Sule,commerce,9,0.00193631669535284,0,0
Supriya Sule,commercial,5,0.0010757314974182443,0,0
Supriya Sule,commission,4,8.605851979345956e-4,0,0
Supriya Sule,commissioner,1,2.151462994836489e-4,0,0
Supriya Sule,commissioners,1,2.151462994836489e-4,0,0
Supriya Sule,commissioning,2,4.302925989672978e-4,0,0
Supriya Sule,committed,1,2.151462994836489e-4,0,0
Supriya Sule,committee,4,8.605851979345956e-4,0,0
Supriya Sule,commodities,1,2.151462994836489e-4,0,0
Supriya Sule,common,1,2.151462994836489e-4,0,0
Supriya Sule,communication,1,2.151462994836489e-4,0,0
Supriya Sule,communications,4,8.605851979345956e-4,0,0
Supriya Sule,communities,3,6.454388984509467e-4,0,0
Supriya Sule,community,1,2.151462994836489e-4,0,0
Supriya Sule,companies,11,0.0023666092943201377,0,0
Supriya Sule,company,4,8.605851979345956e-4,0,0
Supriya Sule,comparative,1,2.151462994836489e-4,0,0
Supriya Sule,compared,5,0.0010757314974182443,0,0
Supriya Sule,comparison,2,4.302925989672978e-4,0,0
Supriya Sule,complaints,7,0.0015060240963855422,0,0
Supriya Sule,complete,2,4.302925989672978e-4,0,0
Supriya Sule,completed,3,6.454388984509467e-4,0,0
Supriya Sule,completion,2,4.302925989672978e-4,0,0
