id,lok_no,session_no,ministry,party_family,topic_id
LS16-S10-STARRED-440,16,10,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S10-STARRED-439,16,10,DEFENCE,Unknown,-1
LS16-S10-STARRED-438,16,10,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,11
LS16-S10-STARRED-437,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-436,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-435,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-434,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-433,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-432,16,10,FINANCE,Unknown,19
LS16-S10-STARRED-431,16,10,HEALTH AND FAMILY WELFARE,Unknown,3
LS16-S10-STARRED-430,16,10,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S10-STARRED-429,16,10,DEFENCE,Unknown,-1
LS16-S10-STARRED-428,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-427,16,10,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,5
LS16-S10-STARRED-426,16,10,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS16-S10-STARRED-425,16,10,DEFENCE,Unknown,-1
LS16-S10-STARRED-424,16,10,CORPORATE AFFAIRS,Unknown,-1
LS16-S10-STARRED-423,16,10,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS16-S10-STARRED-422,16,10,WOMEN AND CHILD DEVELOPMENT,Unknown,5
LS16-S10-STARRED-421,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-420,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-419,16,10,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS16-S10-STARRED-418,16,10,POWER,Unknown,-1
LS16-S10-STARRED-417,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-416,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-415,16,10,SHIPPING,Unknown,15
LS16-S10-STARRED-414,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-413,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-412,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-411,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-410,16,10,COAL,Unknown,7
LS16-S10-STARRED-409,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-408,16,10,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S10-STARRED-407,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-406,16,10,PANCHAYATI RAJ,Unknown,-1
LS16-S10-STARRED-405,16,10,SHIPPING,Unknown,15
LS16-S10-STARRED-404,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,-1
LS16-S10-STARRED-403,16,10,RURAL DEVELOPMENT,Unknown,-1
LS16-S10-STARRED-402,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-401,16,10,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S10-STARRED-400,16,10,LAW AND JUSTICE,Unknown,4
LS16-S10-STARRED-399,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-398,16,10,URBAN DEVELOPMENT,Unknown,0
LS16-S10-STARRED-397,16,10,COMMUNICATIONS,Unknown,-1
LS16-S10-STARRED-396,16,10,ATOMIC ENERGY,Unknown,-1
LS16-S10-STARRED-395,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-394,16,10,DEVELOPMENT OF NORTH EASTERN REGION,Unknown,-1
LS16-S10-STARRED-393,16,10,HOUSING AND URBAN  POVERTY ALLEVIATION,Unknown,0
LS16-S10-STARRED-392,16,10,LAW AND JUSTICE,Unknown,13
LS16-S10-STARRED-391,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-390,16,10,INFORMATION AND BROADCASTING,Unknown,0
LS16-S10-STARRED-389,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-388,16,10,PLANNING,Unknown,-1
LS16-S10-STARRED-387,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-386,16,10,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,10
LS16-S10-STARRED-385,16,10,INFORMATION AND BROADCASTING,Unknown,18
LS16-S10-STARRED-384,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-383,16,10,MINORITY AFFAIRS,Unknown,-1
LS16-S10-STARRED-382,16,10,EXTERNAL AFFAIRS,Unknown,21
LS16-S10-STARRED-381,16,10,EXTERNAL AFFAIRS,Unknown,4
LS16-S10-STARRED-380,16,10,COMMERCE AND INDUSTRY,Unknown,24
LS16-S10-STARRED-379,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,0
LS16-S10-STARRED-378,16,10,COMMERCE AND INDUSTRY,Unknown,2
LS16-S10-STARRED-377,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-376,16,10,COMMERCE AND INDUSTRY,Unknown,24
LS16-S10-STARRED-375,16,10,TRIBAL AFFAIRS,Unknown,-1
LS16-S10-STARRED-374,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S10-STARRED-373,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-372,16,10,COMMERCE AND INDUSTRY,Unknown,24
LS16-S10-STARRED-371,16,10,CULTURE,Unknown,6
LS16-S10-STARRED-370,16,10,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S10-STARRED-369,16,10,STEEL,Unknown,7
LS16-S10-STARRED-368,16,10,TOURISM,Unknown,6
LS16-S10-STARRED-367,16,10,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S10-STARRED-366,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S10-STARRED-365,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-364,16,10,COMMERCE AND INDUSTRY,Unknown,2
LS16-S10-STARRED-363,16,10,CULTURE,Unknown,0
LS16-S10-STARRED-362,16,10,TRIBAL AFFAIRS,Unknown,-1
LS16-S10-STARRED-361,16,10,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,-1
LS16-S10-STARRED-360,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-359,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-358,16,10,FINANCE,Unknown,2
LS16-S10-STARRED-357,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-356,16,10,CORPORATE AFFAIRS,Unknown,-1
LS16-S10-STARRED-355,16,10,DEFENCE,Unknown,1
LS16-S10-STARRED-354,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-353,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-352,16,10,DEFENCE,Unknown,-1
LS16-S10-STARRED-351,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-350,16,10,CORPORATE AFFAIRS,Unknown,-1
LS16-S10-STARRED-349,16,10,FINANCE,Unknown,19
LS16-S10-STARRED-348,16,10,CORPORATE AFFAIRS,Unknown,-1
LS16-S10-STARRED-347,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-346,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-345,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-344,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-343,16,10,DEFENCE,Unknown,-1
LS16-S10-STARRED-342,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-341,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-340,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-339,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-338,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-337,16,10,YOUTH AFFAIRS AND SPORTS,Unknown,-1
LS16-S10-STARRED-336,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-335,16,10,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S10-STARRED-334,16,10,DRINKING WATER AND SANITATION,Unknown,0
LS16-S10-STARRED-333,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-332,16,10,SHIPPING,Unknown,16
LS16-S10-STARRED-331,16,10,MINES,Unknown,7
LS16-S10-STARRED-330,16,10,MINES,Unknown,6
LS16-S10-STARRED-329,16,10,COAL,Unknown,7
LS16-S10-STARRED-328,16,10,ROAD TRANSPORT AND HIGHWAYS,Unknown,-1
LS16-S10-STARRED-327,16,10,COAL,Unknown,23
LS16-S10-STARRED-326,16,10,RURAL DEVELOPMENT,Unknown,0
LS16-S10-STARRED-325,16,10,POWER,Unknown,3
LS16-S10-STARRED-324,16,10,ROAD TRANSPORT AND HIGHWAYS,Unknown,-1
LS16-S10-STARRED-323,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-322,16,10,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S10-STARRED-321,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-320,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-319,16,10,INFORMATION AND BROADCASTING,Unknown,10
LS16-S10-STARRED-318,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-317,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-316,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-315,16,10,HOUSING AND URBAN  POVERTY ALLEVIATION,Unknown,0
LS16-S10-STARRED-314,16,10,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,-1
LS16-S10-STARRED-313,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-312,16,10,LAW AND JUSTICE,Unknown,13
LS16-S10-STARRED-311,16,10,MINORITY AFFAIRS,Unknown,-1
LS16-S10-STARRED-310,16,10,URBAN DEVELOPMENT,Unknown,-1
LS16-S10-STARRED-309,16,10,EXTERNAL AFFAIRS,Unknown,-1
LS16-S10-STARRED-308,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-307,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-306,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-305,16,10,PLANNING,Unknown,5
LS16-S10-STARRED-304,16,10,HOUSING AND URBAN  POVERTY ALLEVIATION,Unknown,0
LS16-S10-STARRED-303,16,10,LAW AND JUSTICE,Unknown,-1
LS16-S10-STARRED-302,16,10,EXTERNAL AFFAIRS,Unknown,-1
LS16-S10-STARRED-301,16,10,PLANNING,Unknown,-1
LS16-S10-STARRED-300,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S10-STARRED-299,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S10-STARRED-298,16,10,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,5
LS16-S10-STARRED-297,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,15
LS16-S10-STARRED-296,16,10,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS16-S10-STARRED-295,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-294,16,10,HOME AFFAIRS,Unknown,21
LS16-S10-STARRED-293,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S10-STARRED-292,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S10-STARRED-291,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S10-STARRED-290,16,10,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS16-S10-STARRED-289,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S10-STARRED-288,16,10,HOME AFFAIRS,Unknown,0
LS16-S10-STARRED-287,16,10,HOME AFFAIRS,Unknown,12
LS16-S10-STARRED-286,16,10,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,-1
LS16-S10-STARRED-285,16,10,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS16-S10-STARRED-284,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-283,16,10,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,-1
LS16-S10-STARRED-282,16,10,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS16-S10-STARRED-281,16,10,HOME AFFAIRS,Unknown,14
LS16-S10-STARRED-280,16,10,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S10-STARRED-279,16,10,COMMERCE AND INDUSTRY,Unknown,2
LS16-S10-STARRED-278,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-277,16,10,STEEL,Unknown,-1
LS16-S10-STARRED-276,16,10,CULTURE,Unknown,6
LS16-S10-STARRED-275,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-274,16,10,CULTURE,Unknown,6
LS16-S10-STARRED-273,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S10-STARRED-272,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-271,16,10,CULTURE,Unknown,6
LS16-S10-STARRED-270,16,10,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S10-STARRED-269,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S10-STARRED-268,16,10,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,2
LS16-S10-STARRED-267,16,10,COMMERCE AND INDUSTRY,Unknown,2
LS16-S10-STARRED-266,16,10,TOURISM,Unknown,6
LS16-S10-STARRED-265,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S10-STARRED-264,16,10,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S10-STARRED-263,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S10-STARRED-262,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-261,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-260,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-259,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-258,16,10,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,25
LS16-S10-STARRED-257,16,10,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,11
LS16-S10-STARRED-256,16,10,CORPORATE AFFAIRS,Unknown,12
LS16-S10-STARRED-255,16,10,FINANCE,Unknown,12
LS16-S10-STARRED-254,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-253,16,10,WOMEN AND CHILD DEVELOPMENT,Unknown,5
LS16-S10-STARRED-252,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-251,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-250,16,10,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S10-STARRED-249,16,10,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S10-STARRED-248,16,10,DEFENCE,Unknown,15
LS16-S10-STARRED-247,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-246,16,10,DEFENCE,Unknown,-1
LS16-S10-STARRED-245,16,10,HEALTH AND FAMILY WELFARE,Unknown,16
LS16-S10-STARRED-244,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-243,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-242,16,10,FINANCE,Unknown,0
LS16-S10-STARRED-241,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-240,16,10,MINES,Unknown,7
LS16-S10-STARRED-239,16,10,YOUTH AFFAIRS AND SPORTS,Unknown,-1
LS16-S10-STARRED-238,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-237,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-236,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-235,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-234,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,16
LS16-S10-STARRED-233,16,10,COAL,Unknown,7
LS16-S10-STARRED-232,16,10,POWER,Unknown,3
LS16-S10-STARRED-231,16,10,RURAL DEVELOPMENT,Unknown,-1
LS16-S10-STARRED-230,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-229,16,10,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S10-STARRED-228,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-227,16,10,POWER,Unknown,3
LS16-S10-STARRED-226,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-225,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-224,16,10,POWER,Unknown,3
LS16-S10-STARRED-223,16,10,ROAD TRANSPORT AND HIGHWAYS,Unknown,-1
LS16-S10-STARRED-222,16,10,PANCHAYATI RAJ,Unknown,-1
LS16-S10-STARRED-221,16,10,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS16-S10-STARRED-220,16,10,LAW AND JUSTICE,Unknown,13
LS16-S10-STARRED-219,16,10,SPACE,Unknown,20
LS16-S10-STARRED-218,16,10,MINORITY AFFAIRS,Unknown,6
LS16-S10-STARRED-217,16,10,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,-1
LS16-S10-STARRED-216,16,10,DEVELOPMENT OF NORTH EASTERN REGION,Unknown,0
LS16-S10-STARRED-215,16,10,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Unknown,13
LS16-S10-STARRED-214,16,10,HOUSING AND URBAN  POVERTY ALLEVIATION,Unknown,-1
LS16-S10-STARRED-213,16,10,ATOMIC ENERGY,Unknown,20
LS16-S10-STARRED-212,16,10,EXTERNAL AFFAIRS,Unknown,18
LS16-S10-STARRED-211,16,10,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Unknown,13
LS16-S10-STARRED-210,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-209,16,10,SCIENCE AND TECHNOLOGY,Unknown,-1
LS16-S10-STARRED-208,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-207,16,10,STATISTICS AND PROGRAMME IMPLEMENTATION,Unknown,0
LS16-S10-STARRED-206,16,10,COMMUNICATIONS,Unknown,-1
LS16-S10-STARRED-205,16,10,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS16-S10-STARRED-204,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-203,16,10,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Unknown,13
LS16-S10-STARRED-202,16,10,URBAN DEVELOPMENT,Unknown,0
LS16-S10-STARRED-201,16,10,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,2
LS16-S10-STARRED-200,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S10-STARRED-199,16,10,HOME AFFAIRS,Unknown,9
LS16-S10-STARRED-198,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S10-STARRED-197,16,10,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,5
LS16-S10-STARRED-196,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-195,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-194,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-193,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-192,16,10,CHEMICALS AND FERTILIZERS,Unknown,11
LS16-S10-STARRED-191,16,10,HEAVY INDUSTRIES AND PUBLIC ENTERPRISES,Unknown,2
LS16-S10-STARRED-190,16,10,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,22
LS16-S10-STARRED-189,16,10,HOME AFFAIRS,Unknown,-1
LS16-S10-STARRED-188,16,10,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S10-STARRED-187,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,-1
LS16-S10-STARRED-186,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,3
LS16-S10-STARRED-185,16,10,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,-1
LS16-S10-STARRED-184,16,10,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,14
LS16-S10-STARRED-183,16,10,HOME AFFAIRS,Unknown,14
LS16-S10-STARRED-182,16,10,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,-1
LS16-S10-STARRED-181,16,10,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S10-STARRED-180,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S10-STARRED-179,16,10,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,2
LS16-S10-STARRED-178,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-177,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S10-STARRED-176,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-175,16,10,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,7
LS16-S10-STARRED-174,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-173,16,10,TOURISM,Unknown,6
LS16-S10-STARRED-172,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S10-STARRED-171,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-170,16,10,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S10-STARRED-169,16,10,CULTURE,Unknown,-1
LS16-S10-STARRED-168,16,10,LABOUR AND EMPLOYMENT,Unknown,-1
LS16-S10-STARRED-167,16,10,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S10-STARRED-166,16,10,TRIBAL AFFAIRS,Unknown,9
LS16-S10-STARRED-165,16,10,CULTURE,Unknown,6
LS16-S10-STARRED-164,16,10,CULTURE,Unknown,6
LS16-S10-STARRED-163,16,10,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S10-STARRED-162,16,10,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S10-STARRED-161,16,10,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S10-STARRED-160,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-159,16,10,FINANCE,Unknown,19
LS16-S10-STARRED-158,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-157,16,10,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S10-STARRED-156,16,10,FINANCE,Unknown,-1
LS16-S10-STARRED-155,16,10,DEFENCE,Unknown,-1
LS16-S10-STARRED-154,16,10,FINANCE,Unknown,19
LS16-S10-STARRED-153,16,10,WOMEN AND CHILD DEVELOPMENT,Unknown,-1
LS16-S10-STARRED-152,16,10,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,25
LS16-S10-STARRED-151,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-150,16,10,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S10-STARRED-149,16,10,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,11
LS16-S10-STARRED-148,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-147,16,10,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S10-STARRED-146,16,10,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S10-STARRED-145,16,10,FINANCE,Unknown,0
LS16-S10-STARRED-144,16,10,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S10-STARRED-143,16,10,DEFENCE,Unknown,2
LS16-S10-STARRED-142,16,10,FINANCE,Unknown,10
LS16-S10-STARRED-141,16,10,CORPORATE AFFAIRS,Unknown,23
LS16-S10-STARRED-140,16,10,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S10-STARRED-139,16,10,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S10-STARRED-138,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-137,16,10,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S10-STARRED-136,16,10,PANCHAYATI RAJ,Unknown,0
LS16-S10-STARRED-135,16,10,YOUTH AFFAIRS AND SPORTS,Unknown,16
LS16-S10-STARRED-134,16,10,SHIPPING,Unknown,15
LS16-S10-STARRED-133,16,10,RURAL DEVELOPMENT,Unknown,5
LS16-S10-STARRED-132,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-131,16,10,POWER,Unknown,3
LS16-S10-STARRED-130,16,10,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S10-STARRED-129,16,10,RURAL DEVELOPMENT,Unknown,1
LS16-S10-STARRED-128,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-127,16,10,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S10-STARRED-126,16,10,TEXTILES,Unknown,7
LS16-S10-STARRED-125,16,10,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S10-STARRED-124,16,10,CIVIL AVIATION,Unknown,2
LS16-S10-STARRED-123,16,10,POWER,Unknown,0
LS16-S10-STARRED-122,16,10,PANCHAYATI RAJ,Unknown,5
LS16-S10-STARRED-121,16,10,RURAL DEVELOPMENT,Unknown,0
LS16-S10-STARRED-120,16,10,COMMUNICATIONS,Unknown,10
LS16-S10-STARRED-119,16,10,SCIENCE AND TECHNOLOGY,Unknown,0
LS16-S10-STARRED-118,16,10,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS16-S10-STARRED-117,16,10,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,18
LS16-S10-STARRED-116,16,10,SPACE,Unknown,20
LS16-S10-STARRED-115,16,10,SCIENCE AND TECHNOLOGY,Unknown,2
LS16-S10-STARRED-114,16,10,PLANNING,Unknown,12
LS16-S10-STARRED-113,16,10,RAILWAYS,Unknown,1
LS16-S10-STARRED-112,16,10,EXTERNAL AFFAIRS,Unknown,21
LS16-S10-STARRED-111,16,10,URBAN DEVELOPMENT,Unknown,0
LS16-S10-STARRED-110,16,10,INFORMATION AND BROADCASTING,Unknown,10
LS16-S10-STARRED-109,16,10,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,-1
LS16-S10-STARRED-108,16,10,EXTERNAL AFFAIRS,Unknown,-1
LS16-S10-STARRED-107,16,10,MINORITY AFFAIRS,Unknown,4
