id,lok_no,session_no,ministry,party_family,topic_id
LS17-S12-STARRED-237,17,12,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS17-S12-STARRED-236,17,12,CHEMICALS AND FERTILIZERS,Unknown,0
LS17-S12-STARRED-235,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-234,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-233,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-232,17,12,CHEMICALS AND FERTILIZERS,Unknown,3
LS17-S12-STARRED-231,17,12,EXTERNAL AFFAIRS,Unknown,2
LS17-S12-STARRED-230,17,12,CHEMICALS AND FERTILIZERS,Unknown,-1
LS17-S12-STARRED-229,17,12,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,11
LS17-S12-STARRED-228,17,12,HEALTH AND FAMILY WELFARE,Unknown,28
LS17-S12-STARRED-227,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-226,17,12,HEALTH AND FAMILY WELFARE,Unknown,11
LS17-S12-STARRED-225,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-224,17,12,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S12-STARRED-223,17,12,CHEMICALS AND FERTILIZERS,Unknown,0
LS17-S12-STARRED-222,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-221,17,12,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S12-STARRED-220,17,12,POWER,Unknown,-1
LS17-S12-STARRED-219,17,12,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S12-STARRED-218,17,12,PETROLEUM AND NATURAL GAS,Unknown,3
LS17-S12-STARRED-217,17,12,POWER,Unknown,0
LS17-S12-STARRED-216,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-215,17,12,HOUSING AND URBAN AFFAIRS,Unknown,0
LS17-S12-STARRED-214,17,12,HOUSING AND URBAN AFFAIRS,Unknown,0
LS17-S12-STARRED-213,17,12,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S12-STARRED-212,17,12,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S12-STARRED-211,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-210,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-209,17,12,JAL SHAKTI,Unknown,16
LS17-S12-STARRED-208,17,12,PETROLEUM AND NATURAL GAS,Unknown,3
LS17-S12-STARRED-207,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-206,17,12,HOUSING AND URBAN AFFAIRS,Unknown,-1
LS17-S12-STARRED-205,17,12,PETROLEUM AND NATURAL GAS,Unknown,3
LS17-S12-STARRED-204,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-203,17,12,PETROLEUM AND NATURAL GAS,Unknown,3
LS17-S12-STARRED-202,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-201,17,12,HOUSING AND URBAN AFFAIRS,Unknown,-1
LS17-S12-STARRED-200,17,12,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,18
LS17-S12-STARRED-199,17,12,SPACE,Unknown,20
LS17-S12-STARRED-198,17,12,COMMUNICATIONS,Unknown,10
LS17-S12-STARRED-197,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-196,17,12,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,-1
LS17-S12-STARRED-195,17,12,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,18
LS17-S12-STARRED-194,17,12,COMMERCE AND INDUSTRY,Unknown,-1
LS17-S12-STARRED-193,17,12,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,-1
LS17-S12-STARRED-192,17,12,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,18
LS17-S12-STARRED-191,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-190,17,12,STATISTICS AND PROGRAMME IMPLEMENTATION,Unknown,0
LS17-S12-STARRED-189,17,12,RAILWAYS,Unknown,-1
LS17-S12-STARRED-188,17,12,STEEL,Unknown,7
LS17-S12-STARRED-187,17,12,COAL,Unknown,7
LS17-S12-STARRED-186,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-185,17,12,TEXTILES,Unknown,7
LS17-S12-STARRED-184,17,12,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,-1
LS17-S12-STARRED-183,17,12,PLANNING,Unknown,-1
LS17-S12-STARRED-182,17,12,RAILWAYS,Unknown,27
LS17-S12-STARRED-181,17,12,TEXTILES,Unknown,7
LS17-S12-STARRED-180,17,12,HEAVY INDUSTRIES,Unknown,3
LS17-S12-STARRED-179,17,12,PANCHAYATI RAJ,Unknown,-1
LS17-S12-STARRED-178,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S12-STARRED-177,17,12,FOOD PROCESSING INDUSTRIES,Unknown,0
LS17-S12-STARRED-176,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,3
LS17-S12-STARRED-175,17,12,COOPERATION,Unknown,-1
LS17-S12-STARRED-174,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S12-STARRED-173,17,12,YOUTH AFFAIRS AND SPORTS,Unknown,-1
LS17-S12-STARRED-172,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS17-S12-STARRED-171,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S12-STARRED-170,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS17-S12-STARRED-169,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S12-STARRED-168,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS17-S12-STARRED-167,17,12,RURAL DEVELOPMENT,Unknown,1
LS17-S12-STARRED-166,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS17-S12-STARRED-165,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S12-STARRED-164,17,12,RURAL DEVELOPMENT,Unknown,5
LS17-S12-STARRED-163,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S12-STARRED-162,17,12,RURAL DEVELOPMENT,Unknown,-1
LS17-S12-STARRED-161,17,12,PANCHAYATI RAJ,Unknown,-1
LS17-S12-STARRED-160,17,12,Education,Unknown,4
LS17-S12-STARRED-159,17,12,FINANCE,Unknown,19
LS17-S12-STARRED-158,17,12,Education,Unknown,-1
LS17-S12-STARRED-157,17,12,FINANCE,Unknown,12
LS17-S12-STARRED-156,17,12,TOURISM,Unknown,6
LS17-S12-STARRED-155,17,12,Education,Unknown,0
LS17-S12-STARRED-154,17,12,Education,Unknown,-1
LS17-S12-STARRED-153,17,12,CULTURE,Unknown,6
LS17-S12-STARRED-152,17,12,FINANCE,Unknown,0
LS17-S12-STARRED-151,17,12,CULTURE,Unknown,6
LS17-S12-STARRED-150,17,12,Education,Unknown,4
LS17-S12-STARRED-149,17,12,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS17-S12-STARRED-148,17,12,Education,Unknown,-1
LS17-S12-STARRED-147,17,12,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS17-S12-STARRED-146,17,12,Education,Unknown,21
LS17-S12-STARRED-145,17,12,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,3
LS17-S12-STARRED-144,17,12,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,-1
LS17-S12-STARRED-143,17,12,FINANCE,Unknown,12
LS17-S12-STARRED-142,17,12,Education,Unknown,6
LS17-S12-STARRED-141,17,12,TOURISM,Unknown,6
LS17-S12-STARRED-140,17,12,LAW AND JUSTICE,Unknown,13
LS17-S12-STARRED-139,17,12,EXTERNAL AFFAIRS,Unknown,-1
LS17-S12-STARRED-138,17,12,"PORTS, SHIPPING AND WATERWAYS",Unknown,15
LS17-S12-STARRED-137,17,12,LAW AND JUSTICE,Unknown,13
LS17-S12-STARRED-136,17,12,WOMEN AND CHILD DEVELOPMENT,Unknown,5
LS17-S12-STARRED-135,17,12,EXTERNAL AFFAIRS,Unknown,21
LS17-S12-STARRED-134,17,12,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S12-STARRED-133,17,12,LAW AND JUSTICE,Unknown,4
LS17-S12-STARRED-132,17,12,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS17-S12-STARRED-131,17,12,LAW AND JUSTICE,Unknown,-1
LS17-S12-STARRED-130,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-129,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-128,17,12,EXTERNAL AFFAIRS,Unknown,21
LS17-S12-STARRED-127,17,12,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S12-STARRED-126,17,12,WOMEN AND CHILD DEVELOPMENT,Unknown,5
LS17-S12-STARRED-125,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-124,17,12,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS17-S12-STARRED-123,17,12,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S12-STARRED-122,17,12,WOMEN AND CHILD DEVELOPMENT,Unknown,-1
LS17-S12-STARRED-121,17,12,LAW AND JUSTICE,Unknown,13
LS17-S12-STARRED-120,17,12,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,16
LS17-S12-STARRED-119,17,12,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S12-STARRED-118,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-117,17,12,JAL SHAKTI,Unknown,16
LS17-S12-STARRED-116,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-115,17,12,JAL SHAKTI,Unknown,16
LS17-S12-STARRED-114,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-113,17,12,NEW AND RENEWABLE ENERGY,Unknown,3
LS17-S12-STARRED-112,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-111,17,12,HOUSING AND URBAN AFFAIRS,Unknown,0
LS17-S12-STARRED-110,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-109,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-108,17,12,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,2
LS17-S12-STARRED-107,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-106,17,12,ROAD TRANSPORT AND HIGHWAYS,Unknown,-1
LS17-S12-STARRED-105,17,12,PETROLEUM AND NATURAL GAS,Unknown,7
LS17-S12-STARRED-104,17,12,POWER,Unknown,-1
LS17-S12-STARRED-103,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-102,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-101,17,12,ROAD TRANSPORT AND HIGHWAYS,Unknown,-1
LS17-S12-STARRED-100,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-99,17,12,PLANNING,Unknown,5
LS17-S12-STARRED-98,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-97,17,12,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,18
LS17-S12-STARRED-96,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-95,17,12,COMMERCE AND INDUSTRY,Unknown,16
LS17-S12-STARRED-94,17,12,COAL,Unknown,7
LS17-S12-STARRED-93,17,12,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,21
LS17-S12-STARRED-92,17,12,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS17-S12-STARRED-91,17,12,RAILWAYS,Unknown,5
LS17-S12-STARRED-90,17,12,COMMERCE AND INDUSTRY,Unknown,-1
LS17-S12-STARRED-89,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-88,17,12,COAL,Unknown,7
LS17-S12-STARRED-87,17,12,COMMERCE AND INDUSTRY,Unknown,-1
LS17-S12-STARRED-86,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-85,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-84,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-83,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-82,17,12,RAILWAYS,Unknown,1
LS17-S12-STARRED-81,17,12,TEXTILES,Unknown,7
LS17-S12-STARRED-80,17,12,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS17-S12-STARRED-79,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,10
LS17-S12-STARRED-78,17,12,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,5
LS17-S12-STARRED-77,17,12,"FISHERIES, ANIMAL HUSBANDRY AND DAIRYING",Unknown,0
LS17-S12-STARRED-76,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS17-S12-STARRED-75,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS17-S12-STARRED-74,17,12,"FISHERIES, ANIMAL HUSBANDRY AND DAIRYING",Unknown,0
LS17-S12-STARRED-73,17,12,YOUTH AFFAIRS AND SPORTS,Unknown,-1
LS17-S12-STARRED-72,17,12,"FISHERIES, ANIMAL HUSBANDRY AND DAIRYING",Unknown,-1
LS17-S12-STARRED-71,17,12,COOPERATION,Unknown,-1
LS17-S12-STARRED-70,17,12,RURAL DEVELOPMENT,Unknown,0
LS17-S12-STARRED-69,17,12,"FISHERIES, ANIMAL HUSBANDRY AND DAIRYING",Unknown,0
LS17-S12-STARRED-68,17,12,"FISHERIES, ANIMAL HUSBANDRY AND DAIRYING",Unknown,0
LS17-S12-STARRED-67,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S12-STARRED-66,17,12,RURAL DEVELOPMENT,Unknown,5
LS17-S12-STARRED-65,17,12,RURAL DEVELOPMENT,Unknown,5
LS17-S12-STARRED-64,17,12,RURAL DEVELOPMENT,Unknown,-1
LS17-S12-STARRED-63,17,12,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S12-STARRED-62,17,12,INFORMATION AND BROADCASTING,Unknown,18
LS17-S12-STARRED-61,17,12,RURAL DEVELOPMENT,Unknown,5
LS17-S12-STARRED-60,17,12,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS17-S12-STARRED-59,17,12,FINANCE,Unknown,12
LS17-S12-STARRED-58,17,12,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS17-S12-STARRED-57,17,12,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,15
LS17-S12-STARRED-56,17,12,FINANCE,Unknown,-1
LS17-S12-STARRED-55,17,12,FINANCE,Unknown,-1
LS17-S12-STARRED-54,17,12,LABOUR AND EMPLOYMENT,Unknown,5
LS17-S12-STARRED-53,17,12,TRIBAL AFFAIRS,Unknown,6
LS17-S12-STARRED-52,17,12,Education,Unknown,4
LS17-S12-STARRED-51,17,12,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,7
LS17-S12-STARRED-50,17,12,FINANCE,Unknown,-1
LS17-S12-STARRED-49,17,12,Education,Unknown,-1
LS17-S12-STARRED-48,17,12,Education,Unknown,10
LS17-S12-STARRED-47,17,12,FINANCE,Unknown,2
LS17-S12-STARRED-46,17,12,CULTURE,Unknown,6
LS17-S12-STARRED-45,17,12,FINANCE,Unknown,-1
LS17-S12-STARRED-44,17,12,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,-1
LS17-S12-STARRED-43,17,12,FINANCE,Unknown,12
LS17-S12-STARRED-42,17,12,TRIBAL AFFAIRS,Unknown,6
LS17-S12-STARRED-41,17,12,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,-1
LS17-S12-STARRED-40,17,12,HEALTH AND FAMILY WELFARE,Unknown,0
LS17-S12-STARRED-39,17,12,LAW AND JUSTICE,Unknown,13
LS17-S12-STARRED-38,17,12,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S12-STARRED-37,17,12,EXTERNAL AFFAIRS,Unknown,21
LS17-S12-STARRED-36,17,12,WOMEN AND CHILD DEVELOPMENT,Unknown,0
LS17-S12-STARRED-35,17,12,LAW AND JUSTICE,Unknown,13
LS17-S12-STARRED-34,17,12,HEALTH AND FAMILY WELFARE,Unknown,11
LS17-S12-STARRED-33,17,12,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS17-S12-STARRED-32,17,12,WOMEN AND CHILD DEVELOPMENT,Unknown,5
LS17-S12-STARRED-31,17,12,CHEMICALS AND FERTILIZERS,Unknown,0
LS17-S12-STARRED-30,17,12,HEALTH AND FAMILY WELFARE,Unknown,11
LS17-S12-STARRED-29,17,12,EXTERNAL AFFAIRS,Unknown,21
LS17-S12-STARRED-28,17,12,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS17-S12-STARRED-27,17,12,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S12-STARRED-26,17,12,WOMEN AND CHILD DEVELOPMENT,Unknown,-1
LS17-S12-STARRED-25,17,12,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S12-STARRED-24,17,12,HEALTH AND FAMILY WELFARE,Unknown,11
LS17-S12-STARRED-23,17,12,WOMEN AND CHILD DEVELOPMENT,Unknown,-1
LS17-S12-STARRED-22,17,12,CHEMICALS AND FERTILIZERS,Unknown,-1
LS17-S12-STARRED-21,17,12,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S12-STARRED-20,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-19,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-18,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-17,17,12,MINORITY AFFAIRS,Unknown,4
LS17-S12-STARRED-16,17,12,PETROLEUM AND NATURAL GAS,Unknown,3
LS17-S12-STARRED-15,17,12,MINORITY AFFAIRS,Unknown,4
LS17-S12-STARRED-13,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-12,17,12,ROAD TRANSPORT AND HIGHWAYS,Unknown,26
LS17-S12-STARRED-11,17,12,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S12-STARRED-10,17,12,HOUSING AND URBAN AFFAIRS,Unknown,-1
LS17-S12-STARRED-8,17,12,HOUSING AND URBAN AFFAIRS,Unknown,0
LS17-S12-STARRED-7,17,12,NEW AND RENEWABLE ENERGY,Unknown,3
LS17-S12-STARRED-6,17,12,JAL SHAKTI,Unknown,-1
LS17-S12-STARRED-5,17,12,JAL SHAKTI,Unknown,0
LS17-S12-STARRED-4,17,12,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S12-STARRED-3,17,12,JAL SHAKTI,Unknown,16
LS17-S12-STARRED-2,17,12,CIVIL AVIATION,Unknown,2
LS17-S12-STARRED-1,17,12,JAL SHAKTI,Unknown,0
LS17-S14-STARRED-279,17,14,HOUSING AND URBAN AFFAIRS,Unknown,-1
LS17-S14-STARRED-278,17,14,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S14-STARRED-276,17,14,HOUSING AND URBAN AFFAIRS,Unknown,0
LS17-S14-STARRED-275,17,14,JAL SHAKTI,Unknown,16
LS17-S14-STARRED-274,17,14,POWER,Unknown,3
LS17-S14-STARRED-273,17,14,JAL SHAKTI,Unknown,0
LS17-S14-STARRED-271,17,14,NEW AND RENEWABLE ENERGY,Unknown,3
LS17-S14-STARRED-270,17,14,HOUSING AND URBAN AFFAIRS,Unknown,1
LS17-S14-STARRED-269,17,14,PETROLEUM AND NATURAL GAS,Unknown,3
LS17-S14-STARRED-268,17,14,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,16
LS17-S14-STARRED-267,17,14,HOUSING AND URBAN AFFAIRS,Unknown,0
LS17-S14-STARRED-266,17,14,CIVIL AVIATION,Unknown,2
LS17-S14-STARRED-265,17,14,HOUSING AND URBAN AFFAIRS,Unknown,0
LS17-S14-STARRED-264,17,14,HOUSING AND URBAN AFFAIRS,Unknown,0
LS17-S14-STARRED-263,17,14,CIVIL AVIATION,Unknown,2
LS17-S14-STARRED-262,17,14,CIVIL AVIATION,Unknown,2
LS17-S14-STARRED-261,17,14,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S14-STARRED-260,17,14,COMMUNICATIONS,Unknown,10
LS17-S14-STARRED-259,17,14,RAILWAYS,Unknown,1
LS17-S14-STARRED-258,17,14,COMMERCE AND INDUSTRY,Unknown,2
LS17-S14-STARRED-257,17,14,STEEL,Unknown,7
LS17-S14-STARRED-254,17,14,TEXTILES,Unknown,2
LS17-S14-STARRED-253,17,14,COMMUNICATIONS,Unknown,10
LS17-S14-STARRED-252,17,14,MINES,Unknown,-1
LS17-S14-STARRED-251,17,14,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS17-S14-STARRED-250,17,14,ATOMIC ENERGY,Unknown,20
LS17-S14-STARRED-249,17,14,COMMERCE AND INDUSTRY,Unknown,2
LS17-S14-STARRED-248,17,14,EARTH SCIENCES,Unknown,9
LS17-S14-STARRED-247,17,14,COMMUNICATIONS,Unknown,-1
LS17-S14-STARRED-244,17,14,RAILWAYS,Unknown,1
LS17-S14-STARRED-242,17,14,RAILWAYS,Unknown,1
LS17-S14-STARRED-241,17,14,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,10
LS17-S14-STARRED-240,17,14,RURAL DEVELOPMENT,Unknown,5
LS17-S14-STARRED-239,17,14,RURAL DEVELOPMENT,Unknown,0
LS17-S14-STARRED-238,17,14,AGRICULTURE AND FARMERS WELFARE,Unknown,22
LS17-S14-STARRED-237,17,14,RURAL DEVELOPMENT,Unknown,5
LS17-S14-STARRED-236,17,14,FOOD PROCESSING INDUSTRIES,Unknown,0
LS17-S14-STARRED-234,17,14,HEAVY INDUSTRIES,Unknown,-1
LS17-S14-STARRED-233,17,14,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S14-STARRED-232,17,14,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS17-S14-STARRED-230,17,14,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS17-S14-STARRED-229,17,14,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S14-STARRED-228,17,14,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS17-S14-STARRED-227,17,14,FOOD PROCESSING INDUSTRIES,Unknown,0
LS17-S14-STARRED-226,17,14,RURAL DEVELOPMENT,Unknown,5
LS17-S14-STARRED-225,17,14,FOOD PROCESSING INDUSTRIES,Unknown,0
LS17-S14-STARRED-224,17,14,RURAL DEVELOPMENT,Unknown,1
LS17-S14-STARRED-223,17,14,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS17-S14-STARRED-222,17,14,RURAL DEVELOPMENT,Unknown,5
LS17-S14-STARRED-221,17,14,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS17-S14-STARRED-220,17,14,FINANCE,Unknown,0
LS17-S14-STARRED-218,17,14,TRIBAL AFFAIRS,Unknown,6
LS17-S14-STARRED-217,17,14,Education,Unknown,0
LS17-S14-STARRED-216,17,14,Education,Unknown,-1
LS17-S14-STARRED-215,17,14,TRIBAL AFFAIRS,Unknown,-1
LS17-S14-STARRED-214,17,14,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS17-S14-STARRED-213,17,14,Education,Unknown,4
LS17-S14-STARRED-212,17,14,FINANCE,Unknown,19
LS17-S14-STARRED-211,17,14,Education,Unknown,-1
LS17-S14-STARRED-209,17,14,LABOUR AND EMPLOYMENT,Unknown,-1
LS17-S14-STARRED-208,17,14,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS17-S14-STARRED-207,17,14,CULTURE,Unknown,6
LS17-S14-STARRED-206,17,14,FINANCE,Unknown,0
LS17-S14-STARRED-205,17,14,FINANCE,Unknown,0
LS17-S14-STARRED-204,17,14,FINANCE,Unknown,12
LS17-S14-STARRED-203,17,14,Education,Unknown,4
LS17-S14-STARRED-202,17,14,TOURISM,Unknown,6
LS17-S14-STARRED-201,17,14,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS17-S14-STARRED-200,17,14,HEALTH AND FAMILY WELFARE,Unknown,11
LS17-S14-STARRED-199,17,14,LAW AND JUSTICE,Unknown,13
LS17-S14-STARRED-198,17,14,HEALTH AND FAMILY WELFARE,Unknown,11
LS17-S14-STARRED-197,17,14,HEALTH AND FAMILY WELFARE,Unknown,5
LS17-S14-STARRED-196,17,14,EXTERNAL AFFAIRS,Unknown,21
LS17-S14-STARRED-195,17,14,WOMEN AND CHILD DEVELOPMENT,Unknown,0
LS17-S14-STARRED-194,17,14,HEALTH AND FAMILY WELFARE,Unknown,-1
LS17-S14-STARRED-193,17,14,"PORTS, SHIPPING AND WATERWAYS",Unknown,-1
LS17-S14-STARRED-192,17,14,WOMEN AND CHILD DEVELOPMENT,Unknown,-1
LS17-S14-STARRED-191,17,14,CHEMICALS AND FERTILIZERS,Unknown,3
LS17-S14-STARRED-190,17,14,CHEMICALS AND FERTILIZERS,Unknown,0
LS17-S14-STARRED-189,17,14,WOMEN AND CHILD DEVELOPMENT,Unknown,-1
LS17-S14-STARRED-188,17,14,CHEMICALS AND FERTILIZERS,Unknown,11
LS17-S14-STARRED-187,17,14,HEALTH AND FAMILY WELFARE,Unknown,11
LS17-S14-STARRED-185,17,14,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S14-STARRED-184,17,14,EXTERNAL AFFAIRS,Unknown,4
LS17-S14-STARRED-183,17,14,EXTERNAL AFFAIRS,Unknown,-1
LS17-S14-STARRED-182,17,14,HEALTH AND FAMILY WELFARE,Unknown,8
LS17-S14-STARRED-181,17,14,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,11
LS17-S14-STARRED-180,17,14,NEW AND RENEWABLE ENERGY,Unknown,3
LS17-S14-STARRED-179,17,14,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S14-STARRED-178,17,14,JAL SHAKTI,Unknown,0
LS17-S14-STARRED-177,17,14,NEW AND RENEWABLE ENERGY,Unknown,3
LS17-S14-STARRED-176,17,14,POWER,Unknown,3
LS17-S14-STARRED-175,17,14,HOUSING AND URBAN AFFAIRS,Unknown,-1
LS17-S14-STARRED-174,17,14,JAL SHAKTI,Unknown,16
LS17-S14-STARRED-173,17,14,POWER,Unknown,3
LS17-S14-STARRED-172,17,14,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S14-STARRED-171,17,14,JAL SHAKTI,Unknown,16
LS17-S14-STARRED-170,17,14,CIVIL AVIATION,Unknown,2
LS17-S14-STARRED-169,17,14,MINORITY AFFAIRS,Unknown,-1
LS17-S14-STARRED-168,17,14,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS17-S14-STARRED-166,17,14,NEW AND RENEWABLE ENERGY,Unknown,3
LS17-S14-STARRED-165,17,14,MINORITY AFFAIRS,Unknown,6
