id,lok_no,session_no,party_family,ministry,sent_neg,sent_pos,sent_neu,sent_compound,sent_label
LS16-S10-STARRED-440,16,10,INC,HEALTH AND FAMILY WELFARE,0.035,0.033,0.932,-0.0516,adversarial
LS16-S10-STARRED-439,16,10,BJP,DEFENCE,0.0215,0.0265,0.952,-0.00865,neutral
LS16-S10-STARRED-438,16,10,BJP,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",0.0,0.0275,0.9724999999999999,0.3592,positive
LS16-S10-STARRED-436,16,10,BJP,FINANCE,0.10733333333333334,0.02033333333333333,0.8723333333333333,-0.43283333333333335,adversarial
LS16-S10-STARRED-434,16,10,TDP,FINANCE,0.04833333333333333,0.02,0.9316666666666666,0.1054666666666667,positive
LS16-S10-STARRED-428,16,10,BJP,DEFENCE,0.0,0.124,0.876,0.8842,positive
LS16-S10-STARRED-427,16,10,BJP,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",0.05,0.067,0.883,0.0258,neutral
LS16-S10-STARRED-425,16,10,BJP,DEFENCE,0.0,0.045,0.955,0.6166,positive
LS16-S10-STARRED-416,16,10,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.0,0.035,0.965,0.4404,positive
LS16-S10-STARRED-415,16,10,TDP,SHIPPING,0.0,0.067,0.933,0.8074,positive
LS16-S10-STARRED-409,16,10,BJP,TEXTILES,0.03,0.132,0.838,0.8689,positive
LS16-S10-STARRED-406,16,10,BJP,PANCHAYATI RAJ,0.123,0.0225,0.8545,0.12685000000000002,positive
LS16-S10-STARRED-405,16,10,BJP,SHIPPING,0.0,0.05,0.95,0.7184,positive
LS16-S10-STARRED-404,16,10,TDP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.0,0.033,0.967,0.4404,positive
LS16-S10-STARRED-396,16,10,BJP,ATOMIC ENERGY,0.0,0.074,0.926,0.7269,positive
LS16-S10-STARRED-395,16,10,Shiv Sena,RAILWAYS,0.0875,0.066,0.8465,0.17255,positive
LS16-S10-STARRED-394,16,10,BJP,DEVELOPMENT OF NORTH EASTERN REGION,0.067,0.082,0.852,0.3818,positive
LS16-S10-STARRED-392,16,10,BJP,LAW AND JUSTICE,0.0,0.148,0.852,0.9597,positive
LS16-S10-STARRED-391,16,10,BJP,RAILWAYS,0.018666666666666668,0.015,0.9666666666666667,-0.03423333333333333,neutral
LS16-S10-STARRED-388,16,10,BJP,PLANNING,0.068,0.061,0.871,-0.3885,adversarial
LS16-S10-STARRED-386,16,10,Shiv Sena,ELECTRONICS AND INFORMATION TECHNOLOGY,0.12333333333333334,0.011333333333333334,0.8653333333333334,-0.002066666666666661,neutral
LS16-S10-STARRED-385,16,10,Regional,INFORMATION AND BROADCASTING,0.038,0.032,0.929,-0.128,adversarial
LS16-S10-STARRED-384,16,10,BJP,COMMUNICATIONS,0.057,0.077,0.866,0.296,positive
LS16-S10-STARRED-383,16,10,BJP,MINORITY AFFAIRS,0.0,0.044,0.956,0.5267,positive
LS16-S10-STARRED-381,16,10,BJP,EXTERNAL AFFAIRS,0.0,0.101,0.899,0.6908,positive
LS16-S10-STARRED-379,16,10,BJP,HUMAN RESOURCE DEVELOPMENT,0.0125,0.0165,0.971,0.0129,neutral
LS16-S10-STARRED-371,16,10,BJP,CULTURE,0.0,0.083,0.917,0.7003,positive
LS16-S10-STARRED-368,16,10,BJP,TOURISM,0.0,0.031,0.969,0.401,positive
LS16-S10-STARRED-366,16,10,BJP,HUMAN RESOURCE DEVELOPMENT,0.076,0.035,0.889,-0.5106,adversarial
LS16-S10-STARRED-363,16,10,BJP,CULTURE,0.0,0.03,0.97,0.4404,positive
LS16-S10-STARRED-362,16,10,BJP,TRIBAL AFFAIRS,0.0,0.101,0.899,0.8316,positive
LS16-S10-STARRED-359,16,10,Left,HEALTH AND FAMILY WELFARE,0.024,0.037,0.938,0.25,positive
LS16-S10-STARRED-357,16,10,Regional,FINANCE,0.12766666666666668,0.023666666666666666,0.8489999999999999,0.122,positive
LS16-S10-STARRED-354,16,10,BJP,DEFENCE,0.0,0.048666666666666664,0.9513333333333334,0.3128666666666667,positive
LS16-S10-STARRED-353,16,10,BJP,FINANCE,0.023,0.109,0.868,0.8957,positive
LS16-S10-STARRED-349,16,10,BJP,FINANCE,0.08,0.03,0.89,-0.7096,adversarial
LS16-S10-STARRED-344,16,10,BJP,FINANCE,0.14733333333333334,0.011333333333333334,0.8409999999999999,-0.3486666666666667,adversarial
LS16-S10-STARRED-343,16,10,BJP,DEFENCE,0.0265,0.0785,0.895,0.1668,positive
LS16-S10-STARRED-340,16,10,BJP,CIVIL AVIATION,0.059,0.0925,0.8485,0.29495,positive
LS16-S10-STARRED-339,16,10,Regional,TEXTILES,0.0,0.127,0.873,0.9022,positive
LS16-S10-STARRED-338,16,10,BJP,TEXTILES,0.0,0.055,0.945,0.5423,positive
LS16-S10-STARRED-336,16,10,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.0,0.078,0.922,0.7845,positive
LS16-S10-STARRED-335,16,10,BJP,ROAD TRANSPORT AND HIGHWAYS,0.078,0.049,0.874,-0.3182,adversarial
LS16-S10-STARRED-331,16,10,SP,MINES,0.0,0.1365,0.8634999999999999,0.7372,positive
LS16-S10-STARRED-330,16,10,BJP,MINES,0.0,0.033,0.967,0.4404,positive
LS16-S10-STARRED-328,16,10,TDP,ROAD TRANSPORT AND HIGHWAYS,0.047,0.063,0.89,0.3818,positive
LS16-S10-STARRED-327,16,10,BJP,COAL,0.0,0.064,0.936,0.6908,positive
LS16-S10-STARRED-326,16,10,BJP,RURAL DEVELOPMENT,0.0,0.069,0.931,0.836,positive
LS16-S10-STARRED-323,16,10,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.034,0.051,0.914,0.4767,positive
LS16-S10-STARRED-320,16,10,BJP,RAILWAYS,0.0,0.051,0.949,0.2813,positive
LS16-S10-STARRED-313,16,10,INC,RAILWAYS,0.0,0.07,0.93,0.7506,positive
LS16-S10-STARRED-309,16,10,Left,EXTERNAL AFFAIRS,0.126,0.042,0.832,-0.6908,adversarial
LS16-S10-STARRED-308,16,10,Regional,RAILWAYS,0.0,0.112,0.888,0.8316,positive
LS16-S10-STARRED-307,16,10,BJP,COMMUNICATIONS,0.062,0.054,0.884,-0.1779,adversarial
LS16-S10-STARRED-306,16,10,Regional,RAILWAYS,0.12333333333333334,0.017666666666666667,0.859,0.08139999999999999,positive
LS16-S10-STARRED-302,16,10,Shiv Sena,EXTERNAL AFFAIRS,0.0685,0.033,0.8985000000000001,-0.4455,adversarial
LS16-S10-STARRED-299,16,10,SP,AGRICULTURE AND FARMERS WELFARE,0.03933333333333333,0.027,0.9336666666666668,0.15383333333333335,positive
LS16-S10-STARRED-298,16,10,BJP,SOCIAL JUSTICE AND EMPOWERMENT,0.0,0.13,0.87,0.9029,positive
LS16-S10-STARRED-294,16,10,BJP,HOME AFFAIRS,0.077,0.099,0.825,-0.1779,adversarial
LS16-S10-STARRED-293,16,10,Shiv Sena,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0775,0.01,0.9125,-0.0030999999999999917,neutral
LS16-S10-STARRED-292,16,10,BJP,AGRICULTURE AND FARMERS WELFARE,0.016,0.045,0.939,0.5423,positive
LS16-S10-STARRED-291,16,10,INC,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.076,0.924,0.6705,positive
LS16-S10-STARRED-289,16,10,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.073,0.927,0.7783,positive
LS16-S10-STARRED-287,16,10,INC,HOME AFFAIRS,0.054,0.037,0.909,-0.4588,adversarial
LS16-S10-STARRED-285,16,10,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.023,0.021,0.956,-0.0516,adversarial
LS16-S10-STARRED-282,16,10,JDU,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.0,0.03,0.97,0.4939,positive
LS16-S10-STARRED-274,16,10,BJP,CULTURE,0.03,0.039,0.932,0.0,neutral
LS16-S10-STARRED-273,16,10,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.048,0.952,0.6705,positive
LS16-S10-STARRED-272,16,10,BJP,PETROLEUM AND NATURAL GAS,0.0085,0.049,0.9425,0.4394,positive
LS16-S10-STARRED-271,16,10,Regional,CULTURE,0.022,0.159,0.819,0.8689,positive
LS16-S10-STARRED-269,16,10,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.038,0.962,0.4404,positive
LS16-S10-STARRED-268,16,10,BJP,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.0,0.091,0.909,0.8225,positive
LS16-S10-STARRED-267,16,10,Shiv Sena,COMMERCE AND INDUSTRY,0.009,0.079,0.913,0.9022,positive
LS16-S10-STARRED-266,16,10,BJP,TOURISM,0.0,0.092,0.908,0.5719,positive
LS16-S10-STARRED-265,16,10,BJP,HUMAN RESOURCE DEVELOPMENT,0.019,0.107,0.874,0.8542,positive
LS16-S10-STARRED-263,16,10,BJP,HUMAN RESOURCE DEVELOPMENT,0.063,0.071,0.866,0.1531,positive
LS16-S10-STARRED-262,16,10,BJP,PETROLEUM AND NATURAL GAS,0.032,0.057,0.911,0.4291,positive
LS16-S10-STARRED-259,16,10,SP,DEFENCE,0.018666666666666668,0.05266666666666667,0.9286666666666666,0.2777,positive
LS16-S10-STARRED-258,16,10,Regional,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",0.037,0.109,0.853,0.7096,positive
LS16-S10-STARRED-255,16,10,BJP,FINANCE,0.0,0.053,0.947,0.2601333333333333,positive
LS16-S10-STARRED-253,16,10,BJP,WOMEN AND CHILD DEVELOPMENT,0.199,0.0385,0.7625,0.10099999999999998,positive
LS16-S10-STARRED-252,16,10,BJP,DEFENCE,0.0,0.093,0.907,0.7672,positive
LS16-S10-STARRED-250,16,10,BJP,HEALTH AND FAMILY WELFARE,0.0,0.092,0.908,0.836,positive
LS16-S10-STARRED-247,16,10,Shiv Sena,FINANCE,0.254,0.075,0.671,0.25785,positive
LS16-S10-STARRED-241,16,10,BJP,HEALTH AND FAMILY WELFARE,0.023,0.093,0.884,0.7845,positive
LS16-S10-STARRED-238,16,10,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.07,0.013,0.917,-0.0030999999999999917,neutral
LS16-S10-STARRED-237,16,10,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.0,0.092,0.908,0.9042,positive
LS16-S10-STARRED-236,16,10,TDP,CIVIL AVIATION,0.056999999999999995,0.11399999999999999,0.829,0.41495,positive
LS16-S10-STARRED-235,16,10,BJP,TEXTILES,0.0,0.051500000000000004,0.9484999999999999,0.25880000000000003,positive
LS16-S10-STARRED-233,16,10,INC,COAL,0.0,0.103,0.897,0.886,positive
LS16-S10-STARRED-228,16,10,BJP,TEXTILES,0.028,0.0215,0.9505,-0.2202,adversarial
LS16-S10-STARRED-227,16,10,INC,POWER,0.0,0.037,0.963,0.4939,positive
LS16-S10-STARRED-226,16,10,INC,CIVIL AVIATION,0.0,0.086,0.914,0.7906,positive
LS16-S10-STARRED-217,16,10,BJP,ELECTRONICS AND INFORMATION TECHNOLOGY,0.0,0.09,0.91,0.7906,positive
LS16-S10-STARRED-216,16,10,BJP,DEVELOPMENT OF NORTH EASTERN REGION,0.0,0.08,0.92,0.743,positive
LS16-S10-STARRED-215,16,10,BJP,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",0.0,0.061,0.939,0.5994,positive
LS16-S10-STARRED-214,16,10,BJP,HOUSING AND URBAN  POVERTY ALLEVIATION,0.19175,0.01675,0.7915,-0.21342499999999998,adversarial
LS16-S10-STARRED-213,16,10,Shiv Sena,ATOMIC ENERGY,0.048,0.018,0.9339999999999999,-0.29295,adversarial
LS16-S10-STARRED-207,16,10,BJP,STATISTICS AND PROGRAMME IMPLEMENTATION,0.0,0.076,0.9239999999999999,0.4668,positive
LS16-S10-STARRED-206,16,10,BJP,COMMUNICATIONS,0.0,0.015,0.985,0.29295,positive
LS16-S10-STARRED-204,16,10,BJP,RAILWAYS,0.0,0.032,0.968,0.31845,positive
LS16-S10-STARRED-203,16,10,Regional,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",0.04,0.075,0.885,0.34,positive
LS16-S10-STARRED-200,16,10,BJP,AGRICULTURE AND FARMERS WELFARE,0.0,0.067,0.933,0.7906,positive
LS16-S10-STARRED-195,16,10,BJP,AGRICULTURE AND FARMERS WELFARE,0.0,0.1,0.9,0.8271,positive
LS16-S10-STARRED-193,16,10,Regional,AGRICULTURE AND FARMERS WELFARE,0.04666666666666666,0.009333333333333334,0.944,-0.0502,adversarial
LS16-S10-STARRED-192,16,10,BJP,CHEMICALS AND FERTILIZERS,0.113,0.0335,0.8534999999999999,0.14450000000000002,positive
LS16-S10-STARRED-190,16,10,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.009,0.052,0.939,0.7184,positive
LS16-S10-STARRED-189,16,10,BJP,HOME AFFAIRS,0.01,0.055,0.935,0.7778,positive
LS16-S10-STARRED-186,16,10,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.031,0.095,0.874,0.8779,positive
LS16-S10-STARRED-177,16,10,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.078,0.922,0.8126,positive
LS16-S10-STARRED-174,16,10,SP,PETROLEUM AND NATURAL GAS,0.012,0.045,0.943,0.7456,positive
LS16-S10-STARRED-171,16,10,BJP,PETROLEUM AND NATURAL GAS,0.0,0.0385,0.9615,0.4019,positive
LS16-S10-STARRED-170,16,10,TDP,HUMAN RESOURCE DEVELOPMENT,0.0,0.0325,0.9675,0.35015,positive
LS16-S10-STARRED-169,16,10,BJP,CULTURE,0.0,0.032,0.968,0.33525,positive
LS16-S10-STARRED-168,16,10,Left,LABOUR AND EMPLOYMENT,0.0,0.06,0.94,0.6486,positive
LS16-S10-STARRED-167,16,10,BJP,PETROLEUM AND NATURAL GAS,0.17800000000000002,0.02266666666666667,0.7993333333333333,0.08560000000000001,positive
LS16-S10-STARRED-165,16,10,BJP,CULTURE,0.0,0.159,0.841,0.968,positive
LS16-S10-STARRED-164,16,10,Regional,CULTURE,0.0,0.145,0.855,0.9382,positive
LS16-S10-STARRED-162,16,10,INC,LABOUR AND EMPLOYMENT,0.0,0.08,0.92,0.8957,positive
LS16-S10-STARRED-161,16,10,BJP,COMMERCE AND INDUSTRY,0.0,0.0115,0.9884999999999999,0.2202,positive
LS16-S10-STARRED-158,16,10,BJP,FINANCE,0.0,0.088,0.912,0.7717,positive
LS16-S10-STARRED-154,16,10,BJP,FINANCE,0.018,0.044,0.938,0.3182,positive
LS16-S10-STARRED-146,16,10,Regional,HEALTH AND FAMILY WELFARE,0.047,0.036,0.917,-0.296,adversarial
LS16-S10-STARRED-141,16,10,BJP,CORPORATE AFFAIRS,0.015,0.077,0.908,0.8225,positive
LS16-S10-STARRED-140,16,10,RJD,ROAD TRANSPORT AND HIGHWAYS,0.093,0.065,0.843,-0.3774,adversarial
LS16-S10-STARRED-138,16,10,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.0,0.101,0.899,0.8074,positive
LS16-S10-STARRED-137,16,10,BJP,NEW AND RENEWABLE ENERGY,0.0,0.106,0.894,0.9068,positive
LS16-S10-STARRED-136,16,10,BJP,PANCHAYATI RAJ,0.022,0.06,0.918,0.4939,positive
LS16-S10-STARRED-135,16,10,TDP,YOUTH AFFAIRS AND SPORTS,0.0018,0.04815,0.9500500000000001,0.3506250000000001,positive
LS16-S10-STARRED-133,16,10,BJP,RURAL DEVELOPMENT,0.031,0.147,0.822,0.8834,positive
LS16-S10-STARRED-130,16,10,BJP,NEW AND RENEWABLE ENERGY,0.027,0.08,0.893,0.5904,positive
LS16-S10-STARRED-129,16,10,INC,RURAL DEVELOPMENT,0.0,0.088,0.912,0.9153,positive
LS16-S10-STARRED-123,16,10,BJP,POWER,0.0,0.074,0.926,0.7184,positive
LS16-S10-STARRED-122,16,10,Regional,PANCHAYATI RAJ,0.22,0.035,0.7455,-0.4527,adversarial
LS16-S10-STARRED-119,16,10,BJP,SCIENCE AND TECHNOLOGY,0.164,0.0615,0.7745,0.2197,positive
LS16-S10-STARRED-116,16,10,BJP,SPACE,0.0,0.0855,0.9145,0.463,positive
LS16-S10-STARRED-113,16,10,BJP,RAILWAYS,0.0,0.0505,0.9495,0.41355,positive
LS16-S10-STARRED-111,16,10,BJP,URBAN DEVELOPMENT,0.16033333333333336,0.034333333333333334,0.8053333333333333,0.042100000000000026,neutral
LS16-S10-STARRED-109,16,10,BJP,ELECTRONICS AND INFORMATION TECHNOLOGY,0.0,0.028,0.972,0.4404,positive
LS16-S10-STARRED-108,16,10,Regional,EXTERNAL AFFAIRS,0.007,0.042,0.9515,0.36755,positive
LS16-S10-STARRED-107,16,10,BJP,MINORITY AFFAIRS,0.0,0.0225,0.9775,0.2202,positive
LS16-S10-STARRED-106,16,10,INC,ELECTRONICS AND INFORMATION TECHNOLOGY,0.087,0.096,0.817,-0.1189,adversarial
LS16-S10-STARRED-104,16,10,BJP,RAILWAYS,0.054,0.035,0.911,-0.3182,adversarial
LS16-S10-STARRED-103,16,10,BJP,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,0.04,0.103,0.857,0.7717,positive
LS16-S10-STARRED-102,16,10,BJP,RAILWAYS,0.0,0.07,0.9299999999999999,0.4762,positive
LS16-S10-STARRED-100,16,10,BJP,SOCIAL JUSTICE AND EMPOWERMENT,0.0,0.086,0.914,0.8788,positive
LS16-S10-STARRED-96,16,10,BJP,AGRICULTURE AND FARMERS WELFARE,0.0,0.085,0.915,0.872,positive
LS16-S10-STARRED-94,16,10,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.104,0.896,0.8225,positive
LS16-S10-STARRED-93,16,10,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.015,0.059,0.926,0.7845,positive
LS16-S10-STARRED-90,16,10,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.031,0.969,0.42595,positive
LS16-S10-STARRED-89,16,10,BJP,AGRICULTURE AND FARMERS WELFARE,0.05499999999999999,0.025333333333333333,0.9196666666666667,0.01996666666666665,neutral
LS16-S10-STARRED-88,16,10,BJP,HEAVY INDUSTRIES AND PUBLIC ENTERPRISES,0.11833333333333333,0.017666666666666667,0.864,0.12483333333333334,positive
LS16-S10-STARRED-86,16,10,BJP,HOME AFFAIRS,0.0,0.0,1.0,0.0,neutral
LS16-S10-STARRED-83,16,10,RJD,CHEMICALS AND FERTILIZERS,0.2745,0.0315,0.694,0.17045000000000002,positive
LS16-S10-STARRED-81,16,10,BJP,HOME AFFAIRS,0.0,0.057,0.943,0.7096,positive
LS16-S10-STARRED-80,16,10,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.024,0.976,0.3753,positive
LS16-S10-STARRED-78,16,10,BJP,PETROLEUM AND NATURAL GAS,0.026,0.0475,0.9265,0.32615,positive
LS16-S10-STARRED-76,16,10,BJP,TOURISM,0.0,0.057,0.9430000000000001,0.4201,positive
LS16-S10-STARRED-73,16,10,Regional,LABOUR AND EMPLOYMENT,0.0,0.102,0.898,0.7506,positive
LS16-S10-STARRED-72,16,10,INC,PETROLEUM AND NATURAL GAS,0.12333333333333334,0.042333333333333334,0.8343333333333334,0.17390000000000003,positive
LS16-S10-STARRED-71,16,10,INC,COMMERCE AND INDUSTRY,0.048999999999999995,0.016666666666666666,0.9343333333333333,0.09243333333333333,positive
LS16-S10-STARRED-68,16,10,BJP,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.0775,0.0415,0.881,0.23260000000000003,positive
LS16-S10-STARRED-65,16,10,BJP,LABOUR AND EMPLOYMENT,0.064,0.05,0.886,-0.5302,adversarial
LS16-S10-STARRED-64,16,10,INC,COMMERCE AND INDUSTRY,0.015,0.093,0.892,0.8658,positive
LS16-S10-STARRED-58,16,10,BJP,HEALTH AND FAMILY WELFARE,0.0,0.032,0.968,0.4404,positive
LS16-S10-STARRED-54,16,10,BJP,HEALTH AND FAMILY WELFARE,0.06,0.066,0.873,-0.1779,adversarial
LS16-S10-STARRED-50,16,10,INC,HEALTH AND FAMILY WELFARE,0.025,0.104,0.871,0.8979,positive
LS16-S10-STARRED-47,16,10,BJP,DEFENCE,0.023,0.161,0.816,0.8668,positive
LS16-S10-STARRED-44,16,10,INC,HEALTH AND FAMILY WELFARE,0.0,0.097,0.903,0.8591,positive
LS16-S10-STARRED-42,16,10,TDP,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",0.0,0.123,0.877,0.9393,positive
LS16-S10-STARRED-38,16,10,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.023,0.034,0.943,0.2263,positive
LS16-S10-STARRED-37,16,10,Left,DRINKING WATER AND SANITATION,0.0,0.04,0.96,0.4588,positive
LS16-S10-STARRED-34,16,10,BJP,RURAL DEVELOPMENT,0.0,0.079,0.921,0.7717,positive
LS16-S10-STARRED-30,16,10,BJP,YOUTH AFFAIRS AND SPORTS,0.011,0.0335,0.9555,0.31845,positive
LS16-S10-STARRED-28,16,10,Regional,CIVIL AVIATION,0.1048,0.0384,0.8568,0.08352000000000001,positive
LS16-S10-STARRED-27,16,10,BJP,COAL,0.039,0.04,0.92,0.0258,neutral
LS16-S10-STARRED-26,16,10,BJP,NEW AND RENEWABLE ENERGY,0.0,0.14400000000000002,0.856,0.6612,positive
LS16-S10-STARRED-25,16,10,BJP,DRINKING WATER AND SANITATION,0.0,0.079,0.921,0.7783,positive
LS16-S10-STARRED-23,16,10,RJD,CIVIL AVIATION,0.0,0.092,0.908,0.9153,positive
LS16-S10-STARRED-20,16,10,BJP,EXTERNAL AFFAIRS,0.025,0.038,0.937,0.0258,neutral
LS16-S10-STARRED-17,16,10,Regional,COMMUNICATIONS,0.018,0.014,0.968,-0.1858,adversarial
LS16-S10-STARRED-15,16,10,BJP,LAW AND JUSTICE,0.024,0.099,0.878,0.8842,positive
LS16-S10-STARRED-14,16,10,INC,PLANNING,0.091,0.051,0.858,-0.7506,adversarial
LS16-S10-STARRED-10,16,10,BJP,RAILWAYS,0.010666666666666666,0.08033333333333333,0.9086666666666666,0.36156666666666665,positive
LS16-S10-STARRED-8,16,10,INC,ATOMIC ENERGY,0.047,0.046,0.908,-0.0258,neutral
LS16-S10-STARRED-7,16,10,BJP,INFORMATION AND BROADCASTING,0.029,0.024,0.946,-0.1531,adversarial
LS16-S10-STARRED-4,16,10,INC,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,0.0,0.09,0.91,0.8993,positive
LS16-S10-STARRED-3,16,10,BJP,RAILWAYS,0.13133333333333333,0.017666666666666667,0.851,-0.002066666666666661,neutral
LS16-S10-STARRED-1,16,10,BJP,LAW AND JUSTICE,0.16466666666666666,0.051,0.7843333333333332,0.16793333333333335,positive
LS16-S11-STARRED-559,16,11,BJP,INFORMATION AND BROADCASTING,0.0,0.0505,0.9495,0.418,positive
LS16-S11-STARRED-557,16,11,BJP,RAILWAYS,0.046,0.083,0.871,0.6044,positive
LS16-S11-STARRED-556,16,11,INC,RAILWAYS,0.0,0.044,0.956,0.5267,positive
LS16-S11-STARRED-553,16,11,AAP,LAW AND JUSTICE,0.023,0.074,0.903,0.7034,positive
LS16-S11-STARRED-551,16,11,Regional,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",0.043,0.04,0.917,-0.0516,adversarial
LS16-S11-STARRED-550,16,11,BJP,INFORMATION AND BROADCASTING,0.0,0.038,0.962,0.4404,positive
LS16-S11-STARRED-549,16,11,BJP,COMMUNICATIONS,0.092,0.033,0.875,-0.4939,adversarial
LS16-S11-STARRED-548,16,11,INC,HOUSING AND URBAN  POVERTY ALLEVIATION,0.18939999999999999,0.018,0.7926,-0.36478,adversarial
LS16-S11-STARRED-547,16,11,BJP,COMMUNICATIONS,0.088,0.057,0.856,-0.6908,adversarial
LS16-S11-STARRED-546,16,11,Shiv Sena,URBAN DEVELOPMENT,0.0575,0.13849999999999998,0.804,0.6354500000000001,positive
LS16-S11-STARRED-545,16,11,BJP,SCIENCE AND TECHNOLOGY,0.048999999999999995,0.028666666666666663,0.9223333333333333,0.14376666666666668,positive
LS16-S11-STARRED-541,16,11,BJP,COMMUNICATIONS,0.0695,0.0505,0.88,-0.06589999999999999,adversarial
LS16-S11-STARRED-539,16,11,INC,CHEMICALS AND FERTILIZERS,0.18466666666666667,0.013,0.8023333333333333,-0.03936666666666666,neutral
LS16-S11-STARRED-536,16,11,BJP,HOME AFFAIRS,0.0,0.15,0.85,0.7096,positive
LS16-S11-STARRED-535,16,11,BJP,AGRICULTURE AND FARMERS WELFARE,0.03933333333333333,0.011666666666666667,0.949,0.07103333333333332,positive
LS16-S11-STARRED-533,16,11,INC,AGRICULTURE AND FARMERS WELFARE,0.0,0.058,0.942,0.5267,positive
LS16-S11-STARRED-532,16,11,Shiv Sena,HOME AFFAIRS,0.181,0.141,0.678,-0.8885,adversarial
LS16-S11-STARRED-529,16,11,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.036,0.056,0.908,0.4588,positive
LS16-S11-STARRED-527,16,11,BJP,SOCIAL JUSTICE AND EMPOWERMENT,0.037,0.09,0.873,0.7603,positive
LS16-S11-STARRED-523,16,11,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.018,0.068,0.915,0.7322,positive
LS16-S11-STARRED-521,16,11,BJP,HOME AFFAIRS,0.109,0.0625,0.8285,-0.45765,adversarial
LS16-S11-STARRED-518,16,11,BJP,HUMAN RESOURCE DEVELOPMENT,0.0495,0.0245,0.9259999999999999,0.20215000000000002,positive
LS16-S11-STARRED-517,16,11,BJP,CULTURE,0.0,0.029,0.971,0.4404,positive
LS16-S11-STARRED-516,16,11,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.201,0.799,0.9309,positive
LS16-S11-STARRED-515,16,11,INC,HUMAN RESOURCE DEVELOPMENT,0.0,0.139,0.861,0.7269,positive
LS16-S11-STARRED-512,16,11,BJP,LABOUR AND EMPLOYMENT,0.0,0.055,0.945,0.7783,positive
LS16-S11-STARRED-510,16,11,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.063,0.937,0.624,positive
LS16-S11-STARRED-509,16,11,BJP,COMMERCE AND INDUSTRY,0.0,0.053,0.947,0.7845,positive
LS16-S11-STARRED-507,16,11,INC,PETROLEUM AND NATURAL GAS,0.13175,0.01375,0.8545,-0.024900000000000005,neutral
LS16-S11-STARRED-506,16,11,Regional,PETROLEUM AND NATURAL GAS,0.0,0.092,0.908,0.7735,positive
LS16-S11-STARRED-499,16,11,BJP,HEALTH AND FAMILY WELFARE,0.027,0.136,0.837,0.8779,positive
LS16-S11-STARRED-497,16,11,Regional,CORPORATE AFFAIRS,0.09,0.067,0.843,-0.6705,adversarial
LS16-S11-STARRED-491,16,11,Regional,HEALTH AND FAMILY WELFARE,0.0,0.033,0.967,0.4404,positive
LS16-S11-STARRED-490,16,11,BJP,HEALTH AND FAMILY WELFARE,0.087,0.078,0.835,-0.296,adversarial
LS16-S11-STARRED-489,16,11,BJP,FINANCE,0.067,0.036,0.897,-0.5994,adversarial
