id,lok_no,session_no,party_family,ministry,sent_neg,sent_pos,sent_neu,sent_compound,sent_label
LS17-S8-STARRED-355,17,8,Regional,TOURISM,0.185,0.03,0.7849999999999999,0.1749,positive
LS17-S8-STARRED-352,17,8,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.093,0.049,0.858,-0.5719,adversarial
LS17-S8-STARRED-348,17,8,BJP,LABOUR AND EMPLOYMENT,0.034,0.111,0.855,0.6908,positive
LS17-S8-STARRED-346,17,8,BJP,LABOUR AND EMPLOYMENT,0.0,0.154,0.846,0.9413,positive
LS17-S8-STARRED-344,17,8,BJP,TRIBAL AFFAIRS,0.0,0.031,0.969,0.4404,positive
LS17-S8-STARRED-338,17,8,BJP,EXTERNAL AFFAIRS,0.0,0.091,0.909,0.6369,positive
LS17-S8-STARRED-337,17,8,BJP,"PORTS, SHIPPING AND WATERWAYS",0.044,0.0255,0.9305,-0.3715,adversarial
LS17-S8-STARRED-335,17,8,BJP,HEALTH AND FAMILY WELFARE,0.01,0.045,0.945,0.5994,positive
LS17-S8-STARRED-333,17,8,DMK,HEALTH AND FAMILY WELFARE,0.0,0.073,0.927,0.9081,positive
LS17-S8-STARRED-331,17,8,Regional,HEALTH AND FAMILY WELFARE,0.0,0.04,0.96,0.4404,positive
LS17-S8-STARRED-330,17,8,INC,HEALTH AND FAMILY WELFARE,0.107,0.063,0.829,-0.6808,adversarial
LS17-S8-STARRED-329,17,8,JDU,HEALTH AND FAMILY WELFARE,0.041,0.048,0.911,-0.1027,adversarial
LS17-S8-STARRED-326,17,8,BJP,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",0.0045,0.0165,0.979,0.2997,positive
LS17-S8-STARRED-324,17,8,Regional,LAW AND JUSTICE,0.0,0.114,0.886,0.9106,positive
LS17-S8-STARRED-321,17,8,BJP,HEALTH AND FAMILY WELFARE,0.016,0.0735,0.9105,0.42405,positive
LS17-S8-STARRED-319,17,8,INC,JAL SHAKTI,0.047,0.063,0.89,0.4951,positive
LS17-S8-STARRED-318,17,8,BJP,NEW AND RENEWABLE ENERGY,0.12333333333333334,0.04833333333333333,0.8283333333333333,0.14113333333333333,positive
LS17-S8-STARRED-317,17,8,BJP,ROAD TRANSPORT AND HIGHWAYS,0.0,0.032,0.968,0.6808,positive
LS17-S8-STARRED-316,17,8,Regional,MINORITY AFFAIRS,0.0,0.097,0.903,0.5423,positive
LS17-S8-STARRED-312,17,8,Regional,JAL SHAKTI,0.03933333333333333,0.014,0.9466666666666667,0.07463333333333333,positive
LS17-S8-STARRED-311,17,8,INC,JAL SHAKTI,0.035,0.118,0.846,0.6597,positive
LS17-S8-STARRED-308,17,8,DMK,MINORITY AFFAIRS,0.0,0.03,0.97,0.6369,positive
LS17-S8-STARRED-307,17,8,Independent,JAL SHAKTI,0.0,0.096,0.904,0.8519,positive
LS17-S8-STARRED-306,17,8,BJP,PETROLEUM AND NATURAL GAS,0.022,0.164,0.814,0.8868,positive
LS17-S8-STARRED-305,17,8,BJP,PETROLEUM AND NATURAL GAS,0.031,0.154,0.815,0.9089,positive
LS17-S8-STARRED-304,17,8,INC,MINORITY AFFAIRS,0.0,0.048,0.952,0.37895,positive
LS17-S8-STARRED-303,17,8,INC,MINORITY AFFAIRS,0.045,0.101,0.853,0.8126,positive
LS17-S8-STARRED-300,17,8,BJP,MINES,0.0,0.177,0.823,0.8858,positive
LS17-S8-STARRED-296,17,8,BJP,RAILWAYS,0.0,0.085,0.915,0.7845,positive
LS17-S8-STARRED-294,17,8,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.0,0.092,0.908,0.743,positive
LS17-S8-STARRED-293,17,8,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.012333333333333333,0.008666666666666666,0.9790000000000001,-0.09106666666666667,adversarial
LS17-S8-STARRED-292,17,8,BJP,COMMERCE AND INDUSTRY,0.051,0.035,0.914,-0.4788,adversarial
LS17-S8-STARRED-290,17,8,BJP,RAILWAYS,0.015,0.038,0.947,0.5423,positive
LS17-S8-STARRED-289,17,8,INC,EARTH SCIENCES,0.0,0.039,0.961,0.4926,positive
LS17-S8-STARRED-285,17,8,Regional,COMMERCE AND INDUSTRY,0.02,0.061,0.918,0.5574,positive
LS17-S8-STARRED-284,17,8,Regional,TEXTILES,0.0,0.056,0.944,0.4623,positive
LS17-S8-STARRED-281,17,8,TDP,STEEL,0.0,0.04733333333333334,0.9526666666666667,0.40829999999999994,positive
LS17-S8-STARRED-279,17,8,BJP,RURAL DEVELOPMENT,0.052,0.045,0.903,-0.4939,adversarial
LS17-S8-STARRED-274,17,8,Regional,FOOD PROCESSING INDUSTRIES,0.0,0.114,0.886,0.7897,positive
LS17-S8-STARRED-273,17,8,BJP,FOOD PROCESSING INDUSTRIES,0.247,0.032,0.7210000000000001,0.183,positive
LS17-S8-STARRED-271,17,8,INC,FOOD PROCESSING INDUSTRIES,0.056,0.107,0.838,0.5994,positive
LS17-S8-STARRED-270,17,8,BJP,RURAL DEVELOPMENT,0.0,0.063,0.937,0.7845,positive
LS17-S8-STARRED-269,17,8,BJP,HEAVY INDUSTRIES,0.0,0.095,0.905,0.482,positive
LS17-S8-STARRED-265,17,8,BJP,FOOD PROCESSING INDUSTRIES,0.0,0.056,0.944,0.7003,positive
LS17-S8-STARRED-263,17,8,DMK,AGRICULTURE AND FARMERS WELFARE,0.022,0.035,0.9430000000000001,0.23835,positive
LS17-S8-STARRED-260,17,8,Regional,TRIBAL AFFAIRS,0.0,0.056,0.944,0.7906,positive
LS17-S8-STARRED-259,17,8,BSP,Education,0.036,0.069,0.894,0.4215,positive
LS17-S8-STARRED-258,17,8,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0424,0.046200000000000005,0.9114000000000001,0.07492000000000001,positive
LS17-S8-STARRED-256,17,8,INC,Education,0.0,0.051000000000000004,0.949,0.42955,positive
LS17-S8-STARRED-250,17,8,BJP,Education,0.028,0.073,0.9,0.5256,positive
LS17-S8-STARRED-249,17,8,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.031,0.969,0.6486,positive
LS17-S8-STARRED-248,17,8,BJP,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,0.0,0.049,0.951,0.5849,positive
LS17-S8-STARRED-247,17,8,Shiv Sena,LABOUR AND EMPLOYMENT,0.0,0.091,0.909,0.902,positive
LS17-S8-STARRED-244,17,8,BJP,Education,0.028,0.08,0.892,0.5859,positive
LS17-S8-STARRED-243,17,8,BJP,Education,0.0,0.035,0.9650000000000001,0.4201,positive
LS17-S8-STARRED-242,17,8,BJP,Education,0.025,0.063,0.912,0.3182,positive
LS17-S8-STARRED-240,17,8,BJP,PETROLEUM AND NATURAL GAS,0.0,0.093,0.907,0.8286,positive
LS17-S8-STARRED-239,17,8,Regional,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.0,0.068,0.932,0.765,positive
LS17-S8-STARRED-238,17,8,DMK,MINORITY AFFAIRS,0.1055,0.045,0.8495,0.13590000000000002,positive
LS17-S8-STARRED-237,17,8,BJP,ROAD TRANSPORT AND HIGHWAYS,0.0,0.045,0.955,0.4404,positive
LS17-S8-STARRED-235,17,8,Left,CIVIL AVIATION,0.064,0.096,0.84,0.4404,positive
LS17-S8-STARRED-234,17,8,Shiv Sena,PETROLEUM AND NATURAL GAS,0.005,0.04975,0.9452499999999999,0.1626,positive
LS17-S8-STARRED-233,17,8,TDP,JAL SHAKTI,0.0,0.029,0.971,0.3454,positive
LS17-S8-STARRED-228,17,8,BJP,PETROLEUM AND NATURAL GAS,0.036,0.086,0.878,0.7456,positive
LS17-S8-STARRED-223,17,8,BJP,ROAD TRANSPORT AND HIGHWAYS,0.0,0.083,0.917,0.6908,positive
LS17-S8-STARRED-221,17,8,DMK,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.018,0.059,0.923,0.6369,positive
LS17-S8-STARRED-218,17,8,BJP,COMMERCE AND INDUSTRY,0.048999999999999995,0.039,0.9119999999999999,0.15980000000000003,positive
LS17-S8-STARRED-217,17,8,BJP,RAILWAYS,0.016,0.031,0.953,0.2732,positive
LS17-S8-STARRED-213,17,8,BJP,RAILWAYS,0.0,0.048,0.952,0.4404,positive
LS17-S8-STARRED-212,17,8,BJP,RAILWAYS,0.0,0.078,0.922,0.875,positive
LS17-S8-STARRED-211,17,8,BJP,MINES,0.0,0.058,0.942,0.4939,positive
LS17-S8-STARRED-210,17,8,BJP,COAL,0.041,0.084,0.875,0.6249,positive
LS17-S8-STARRED-208,17,8,BJP,RAILWAYS,0.0,0.067,0.933,0.7351,positive
LS17-S8-STARRED-207,17,8,INC,MINES,0.0,0.081,0.919,0.7184,positive
LS17-S8-STARRED-205,17,8,INC,RAILWAYS,0.12333333333333334,0.09800000000000002,0.7786666666666667,0.33756666666666674,positive
LS17-S8-STARRED-204,17,8,BJP,RAILWAYS,0.0925,0.05425000000000001,0.85325,0.15155000000000002,positive
LS17-S8-STARRED-202,17,8,BSP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.0,0.05,0.95,0.42595,positive
LS17-S8-STARRED-196,17,8,DMK,RURAL DEVELOPMENT,0.061,0.047,0.893,-0.0516,adversarial
LS17-S8-STARRED-195,17,8,Regional,HOME AFFAIRS,0.057,0.146,0.797,0.8625,positive
LS17-S8-STARRED-192,17,8,BJP,AGRICULTURE AND FARMERS WELFARE,0.05675,0.038,0.90525,0.13315,positive
LS17-S8-STARRED-190,17,8,INC,SOCIAL JUSTICE AND EMPOWERMENT,0.0,0.0615,0.9385,0.4187,positive
LS17-S8-STARRED-185,17,8,BJP,AGRICULTURE AND FARMERS WELFARE,0.0925,0.013,0.8945,0.055975,positive
LS17-S8-STARRED-184,17,8,INC,INFORMATION AND BROADCASTING,0.094,0.045,0.861,-0.7404,adversarial
LS17-S8-STARRED-182,17,8,BJP,SOCIAL JUSTICE AND EMPOWERMENT,0.0,0.097,0.903,0.8331,positive
LS17-S8-STARRED-181,17,8,BJP,"FISHERIES, ANIMAL HUSBANDRY AND DAIRYING",0.0,0.014,0.986,0.2202,positive
LS17-S8-STARRED-180,17,8,INC,FINANCE,0.022,0.027,0.952,-0.0516,adversarial
LS17-S8-STARRED-177,17,8,DMK,FINANCE,0.0,0.064,0.936,0.6486,positive
LS17-S8-STARRED-176,17,8,Shiv Sena,CULTURE,0.247,0.0285,0.7244999999999999,0.11195,positive
LS17-S8-STARRED-174,17,8,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.135,0.058,0.808,-0.8122,adversarial
LS17-S8-STARRED-172,17,8,BJP,Education,0.0,0.048,0.952,0.6486,positive
LS17-S8-STARRED-170,17,8,INC,FINANCE,0.034,0.045,0.922,0.1779,positive
LS17-S8-STARRED-169,17,8,BJP,CULTURE,0.0,0.137,0.863,0.9337,positive
LS17-S8-STARRED-168,17,8,Regional,DEVELOPMENT OF NORTH EASTERN REGION,0.114,0.049,0.836,-0.7351,adversarial
LS17-S8-STARRED-166,17,8,BJP,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,0.0,0.0515,0.9485,0.38915,positive
LS17-S8-STARRED-165,17,8,BJP,Education,0.04,0.137,0.823,0.8867,positive
LS17-S8-STARRED-164,17,8,BJP,Education,0.0,0.1545,0.8454999999999999,0.8685499999999999,positive
LS17-S8-STARRED-163,17,8,BJP,TOURISM,0.032,0.146,0.822,0.9001,positive
LS17-S8-STARRED-160,17,8,Shiv Sena,DEFENCE,0.0,0.097,0.903,0.9029,positive
LS17-S8-STARRED-159,17,8,INC,LAW AND JUSTICE,0.0,0.219,0.781,0.9375,positive
LS17-S8-STARRED-157,17,8,JDU,WOMEN AND CHILD DEVELOPMENT,0.185,0.0135,0.8015,-0.0030999999999999917,neutral
LS17-S8-STARRED-152,17,8,BSP,WOMEN AND CHILD DEVELOPMENT,0.017,0.119,0.864,0.8689,positive
LS17-S8-STARRED-149,17,8,BJP,DEFENCE,0.0,0.13866666666666666,0.8613333333333332,0.4458666666666667,positive
LS17-S8-STARRED-148,17,8,INC,"PORTS, SHIPPING AND WATERWAYS",0.08750000000000001,0.024,0.8879999999999999,0.1482,positive
LS17-S8-STARRED-145,17,8,BJP,HEALTH AND FAMILY WELFARE,0.132,0.03,0.838,-0.9703,adversarial
LS17-S8-STARRED-144,17,8,BJP,DEFENCE,0.0,0.063,0.937,0.7367,positive
LS17-S8-STARRED-141,17,8,JDU,HEALTH AND FAMILY WELFARE,0.122,0.038,0.84,-0.9067,adversarial
LS17-S8-STARRED-140,17,8,Regional,HOUSING AND URBAN AFFAIRS,0.25933333333333336,0.008,0.7326666666666667,-0.2144,adversarial
LS17-S8-STARRED-138,17,8,BJP,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.033,0.125,0.842,0.6705,positive
LS17-S8-STARRED-136,17,8,DMK,CIVIL AVIATION,0.0,0.038,0.962,0.5574,positive
LS17-S8-STARRED-135,17,8,JDU,ROAD TRANSPORT AND HIGHWAYS,0.0,0.0,1.0,0.0,neutral
LS17-S8-STARRED-133,17,8,INC,CIVIL AVIATION,0.063,0.029,0.908,-0.5106,adversarial
LS17-S8-STARRED-132,17,8,JDU,CIVIL AVIATION,0.0,0.0555,0.9445,0.43435,positive
LS17-S8-STARRED-129,17,8,BJP,CIVIL AVIATION,0.0,0.0465,0.9535,0.24695,positive
LS17-S8-STARRED-128,17,8,Regional,CIVIL AVIATION,0.1,0.0295,0.8705,-0.477,adversarial
LS17-S8-STARRED-126,17,8,INC,HOUSING AND URBAN AFFAIRS,0.14925,0.02725,0.8235,0.010075,neutral
LS17-S8-STARRED-123,17,8,BJP,NEW AND RENEWABLE ENERGY,0.131,0.028,0.8413333333333334,0.09706666666666668,positive
LS17-S8-STARRED-122,17,8,Regional,JAL SHAKTI,0.0236,0.0378,0.9385999999999999,0.0971,positive
LS17-S8-STARRED-121,17,8,BJP,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.0,0.056,0.944,0.5859,positive
LS17-S8-STARRED-120,17,8,INC,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.0021999999999999997,0.028849999999999997,0.9689500000000001,0.120475,positive
LS17-S8-STARRED-119,17,8,BJP,COMMUNICATIONS,0.0,0.088,0.912,0.7269,positive
LS17-S8-STARRED-118,17,8,Regional,RAILWAYS,0.0,0.025,0.975,0.3243,positive
LS17-S8-STARRED-116,17,8,INC,RAILWAYS,0.12333333333333334,0.02033333333333333,0.8563333333333333,0.03693333333333334,neutral
LS17-S8-STARRED-115,17,8,INC,TEXTILES,0.0,0.088,0.912,0.7003,positive
LS17-S8-STARRED-113,17,8,BJP,COMMERCE AND INDUSTRY,0.03,0.0455,0.9245,-0.1346,adversarial
LS17-S8-STARRED-112,17,8,BJP,ELECTRONICS AND INFORMATION TECHNOLOGY,0.0,0.043,0.957,0.4404,positive
LS17-S8-STARRED-109,17,8,INC,COMMUNICATIONS,0.079,0.11566666666666668,0.8053333333333333,0.2569,positive
LS17-S8-STARRED-107,17,8,BJP,COMMERCE AND INDUSTRY,0.0,0.068,0.932,0.8126,positive
LS17-S8-STARRED-104,17,8,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.00275,0.029550000000000003,0.9677,0.07351,positive
LS17-S8-STARRED-102,17,8,TDP,RAILWAYS,0.019,0.042,0.939,0.4215,positive
LS17-S8-STARRED-100,17,8,Regional,FOOD PROCESSING INDUSTRIES,0.0,0.059,0.941,0.6808,positive
LS17-S8-STARRED-99,17,8,Regional,COOPERATION,0.131,0.037,0.8323333333333333,0.11056666666666666,positive
LS17-S8-STARRED-97,17,8,BJP,AGRICULTURE AND FARMERS WELFARE,0.102,0.052,0.846,0.21443333333333334,positive
LS17-S8-STARRED-94,17,8,BJP,FOOD PROCESSING INDUSTRIES,0.0,0.033,0.967,0.4939,positive
LS17-S8-STARRED-93,17,8,Regional,AGRICULTURE AND FARMERS WELFARE,0.12333333333333334,0.043666666666666666,0.8329999999999999,0.1363,positive
LS17-S8-STARRED-92,17,8,Regional,FOOD PROCESSING INDUSTRIES,0.067,0.073,0.859,-0.0644,adversarial
LS17-S8-STARRED-90,17,8,BJP,YOUTH AFFAIRS AND SPORTS,0.0,0.122,0.878,0.8814,positive
LS17-S8-STARRED-89,17,8,BJP,"FISHERIES, ANIMAL HUSBANDRY AND DAIRYING",0.0,0.097,0.903,0.8225,positive
LS17-S8-STARRED-84,17,8,BSP,INFORMATION AND BROADCASTING,0.0,0.05,0.95,0.5859,positive
LS17-S8-STARRED-83,17,8,BJP,COOPERATION,0.16466666666666666,0.03133333333333333,0.8039999999999999,0.11466666666666665,positive
LS17-S8-STARRED-78,17,8,DMK,Education,0.012,0.0445,0.9435,0.2992,positive
LS17-S8-STARRED-75,17,8,BJP,FINANCE,0.0,0.057,0.943,0.6808,positive
LS17-S8-STARRED-72,17,8,Shiv Sena,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0355,0.018,0.9465,-0.3062,adversarial
LS17-S8-STARRED-69,17,8,Regional,Education,0.0,0.108,0.892,0.7003,positive
LS17-S8-STARRED-67,17,8,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.06,0.94,0.4716,positive
LS17-S8-STARRED-60,17,8,BJP,HEALTH AND FAMILY WELFARE,0.044,0.077,0.879,0.5423,positive
LS17-S8-STARRED-57,17,8,Regional,WOMEN AND CHILD DEVELOPMENT,0.0,0.029666666666666664,0.9703333333333334,0.28006666666666663,positive
LS17-S8-STARRED-56,17,8,BSP,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",0.07,0.086,0.844,0.2023,positive
LS17-S8-STARRED-54,17,8,BJP,CHEMICALS AND FERTILIZERS,0.276,0.033,0.6915,0.11534999999999998,positive
LS17-S8-STARRED-47,17,8,BJP,HEALTH AND FAMILY WELFARE,0.023,0.062,0.915,0.5868,positive
LS17-S8-STARRED-45,17,8,BJP,DEFENCE,0.0,0.0785,0.9215,0.34690000000000004,positive
LS17-S8-STARRED-44,17,8,INC,EXTERNAL AFFAIRS,0.0,0.136,0.864,0.969,positive
LS17-S8-STARRED-43,17,8,TDP,"PORTS, SHIPPING AND WATERWAYS",0.0155,0.019,0.9650000000000001,0.125,positive
LS17-S8-STARRED-42,17,8,BJP,LAW AND JUSTICE,0.019,0.037,0.944,0.33165,positive
LS17-S8-STARRED-41,17,8,BJP,WOMEN AND CHILD DEVELOPMENT,0.021,0.079,0.9,0.743,positive
LS17-S8-STARRED-38,17,8,BJP,JAL SHAKTI,0.0,0.07,0.93,0.6249,positive
LS17-S8-STARRED-36,17,8,BJP,NEW AND RENEWABLE ENERGY,0.12333333333333334,0.06066666666666667,0.816,0.14500000000000002,positive
LS17-S8-STARRED-35,17,8,INC,ROAD TRANSPORT AND HIGHWAYS,0.12333333333333334,0.022000000000000002,0.8546666666666667,0.08139999999999999,positive
LS17-S8-STARRED-33,17,8,Shiv Sena,NEW AND RENEWABLE ENERGY,0.16466666666666666,0.034999999999999996,0.8003333333333332,0.158,positive
LS17-S8-STARRED-31,17,8,BJP,ROAD TRANSPORT AND HIGHWAYS,0.13266666666666668,0.016999999999999998,0.8503333333333334,-0.07343333333333334,adversarial
LS17-S8-STARRED-27,17,8,INC,JAL SHAKTI,0.0,0.0255,0.9744999999999999,0.3753,positive
LS17-S8-STARRED-26,17,8,INC,MINORITY AFFAIRS,0.16466666666666666,0.03766666666666667,0.7976666666666666,0.14376666666666668,positive
LS17-S8-STARRED-25,17,8,Regional,PETROLEUM AND NATURAL GAS,0.0,0.07,0.93,0.8038,positive
LS17-S8-STARRED-23,17,8,INC,PETROLEUM AND NATURAL GAS,0.071,0.08,0.849,0.0085,neutral
LS17-S8-STARRED-20,17,8,BJP,COMMUNICATIONS,0.043,0.028,0.93,-0.1531,adversarial
LS17-S8-STARRED-19,17,8,BJP,RAILWAYS,0.053,0.089,0.858,0.6808,positive
LS17-S8-STARRED-16,17,8,BJP,COMMERCE AND INDUSTRY,0.0,0.087,0.913,0.9217,positive
LS17-S8-STARRED-11,17,8,BJP,COMMERCE AND INDUSTRY,0.056666666666666664,0.026,0.9173333333333332,0.07806666666666666,positive
LS17-S8-STARRED-10,17,8,INC,COMMERCE AND INDUSTRY,0.048999999999999995,0.029333333333333333,0.9216666666666667,0.08139999999999999,positive
LS17-S8-STARRED-8,17,8,Shiv Sena,RAILWAYS,0.0975,0.011,0.8915,-0.011175000000000004,neutral
LS17-S8-STARRED-7,17,8,Shiv Sena,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.013850000000000001,0.01955,0.9666,0.042325,neutral
LS17-S8-STARRED-6,17,8,BJP,ELECTRONICS AND INFORMATION TECHNOLOGY,0.06166666666666667,0.009,0.9293333333333335,-0.0010333333333333306,neutral
LS17-S8-STARRED-4,17,8,JDU,COMMERCE AND INDUSTRY,0.048999999999999995,0.016333333333333335,0.9346666666666666,0.07806666666666666,positive
LS17-S8-STARRED-3,17,8,BJP,MINES,0.0,0.027,0.973,0.4404,positive
LS17-S8-STARRED-2,17,8,BJP,COMMUNICATIONS,0.0,0.08,0.92,0.5423,positive
LS17-S9-STARRED-320,17,9,JDU,TOURISM,0.0,0.116,0.884,0.8481,positive
LS17-S9-STARRED-317,17,9,BJP,Education,0.0,0.101,0.899,0.8934,positive
LS17-S9-STARRED-316,17,9,BJP,FINANCE,0.04533333333333334,0.047999999999999994,0.9066666666666666,0.16983333333333336,positive
LS17-S9-STARRED-315,17,9,TDP,LABOUR AND EMPLOYMENT,0.0,0.094,0.906,0.8955,positive
LS17-S9-STARRED-314,17,9,BJP,FINANCE,0.0,0.128,0.872,0.9413,positive
LS17-S9-STARRED-312,17,9,BJP,FINANCE,0.271,0.032,0.6970000000000001,-0.02560000000000001,neutral
LS17-S9-STARRED-310,17,9,JDU,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.07450000000000001,0.044,0.8815,-0.24405000000000002,adversarial
LS17-S9-STARRED-309,17,9,JDU,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.087,0.042,0.871,-0.2732,adversarial
LS17-S9-STARRED-307,17,9,BJP,CULTURE,0.247,0.0425,0.7105,0.17770000000000002,positive
LS17-S9-STARRED-304,17,9,BJP,TRIBAL AFFAIRS,0.0,0.024,0.976,0.4404,positive
LS17-S9-STARRED-303,17,9,INC,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,0.0,0.047,0.953,0.4404,positive
LS17-S9-STARRED-301,17,9,BJP,CORPORATE AFFAIRS,0.0,0.091,0.909,0.5859,positive
LS17-S9-STARRED-299,17,9,Regional,CHEMICALS AND FERTILIZERS,0.185,0.028,0.7869999999999999,0.055400000000000005,positive
LS17-S9-STARRED-296,17,9,BJP,HEALTH AND FAMILY WELFARE,0.013,0.077,0.911,0.7579,positive
LS17-S9-STARRED-295,17,9,BSP,WOMEN AND CHILD DEVELOPMENT,0.198,0.0145,0.7875,-0.1847,adversarial
LS17-S9-STARRED-285,17,9,INC,CHEMICALS AND FERTILIZERS,0.0,0.166,0.834,0.8979,positive
LS17-S9-STARRED-283,17,9,BJP,HEALTH AND FAMILY WELFARE,0.0,0.03,0.97,0.4404,positive
LS17-S9-STARRED-281,17,9,BJP,HEALTH AND FAMILY WELFARE,0.027,0.141,0.832,0.8271,positive
LS17-S9-STARRED-280,17,9,INC,ROAD TRANSPORT AND HIGHWAYS,0.09,0.023,0.888,-0.8225,adversarial
LS17-S9-STARRED-279,17,9,Regional,JAL SHAKTI,0.0,0.044,0.956,0.6597,positive
LS17-S9-STARRED-276,17,9,INC,JAL SHAKTI,0.035750000000000004,0.0145,0.9495,0.12207499999999999,positive
LS17-S9-STARRED-273,17,9,Shiv Sena,POWER,0.028,0.124,0.848,0.8176,positive
LS17-S9-STARRED-272,17,9,BJP,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.071,0.07,0.859,-0.0258,neutral
LS17-S9-STARRED-271,17,9,BJP,ROAD TRANSPORT AND HIGHWAYS,0.145,0.05,0.804,-0.9472,adversarial
LS17-S9-STARRED-270,17,9,Independent,CIVIL AVIATION,0.0,0.02,0.98,0.2202,positive
LS17-S9-STARRED-269,17,9,BJP,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.0,0.036,0.964,0.4939,positive
LS17-S9-STARRED-267,17,9,BJP,JAL SHAKTI,0.0735,0.036,0.8905000000000001,0.13990000000000002,positive
LS17-S9-STARRED-262,17,9,INC,CIVIL AVIATION,0.0,0.055,0.945,0.4404,positive
LS17-S9-STARRED-260,17,9,JDU,RAILWAYS,0.0,0.034,0.966,0.4939,positive
LS17-S9-STARRED-255,17,9,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.0,0.1525,0.8475,0.7522,positive
LS17-S9-STARRED-253,17,9,Regional,RAILWAYS,0.03,0.066,0.904,0.7506,positive
LS17-S9-STARRED-252,17,9,Regional,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.002375,0.01225,0.985375,0.0699625,positive
LS17-S9-STARRED-250,17,9,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.0,0.0535,0.9465,0.4221,positive
LS17-S9-STARRED-249,17,9,BJP,RAILWAYS,0.025,0.12,0.855,0.8316,positive
LS17-S9-STARRED-245,17,9,BJP,COMMERCE AND INDUSTRY,0.0,0.07,0.93,0.7964,positive
LS17-S9-STARRED-244,17,9,BJP,COMMERCE AND INDUSTRY,0.0,0.052,0.948,0.5423,positive
LS17-S9-STARRED-243,17,9,BJP,RAILWAYS,0.0,0.045,0.955,0.6249,positive
LS17-S9-STARRED-239,17,9,BJP,COOPERATION,0.0,0.083,0.917,0.836,positive
LS17-S9-STARRED-235,17,9,Regional,YOUTH AFFAIRS AND SPORTS,0.0,0.1,0.9,0.8803,positive
LS17-S9-STARRED-234,17,9,JDU,SOCIAL JUSTICE AND EMPOWERMENT,0.0,0.044,0.956,0.45875,positive
LS17-S9-STARRED-233,17,9,BJP,"FISHERIES, ANIMAL HUSBANDRY AND DAIRYING",0.0,0.065,0.935,0.6705,positive
LS17-S9-STARRED-231,17,9,Shiv Sena,RURAL DEVELOPMENT,0.014,0.068,0.918,0.7579,positive
LS17-S9-STARRED-230,17,9,BJP,SOCIAL JUSTICE AND EMPOWERMENT,0.048,0.161,0.792,0.7804,positive
LS17-S9-STARRED-229,17,9,BJP,RURAL DEVELOPMENT,0.0,0.068,0.932,0.6597,positive
LS17-S9-STARRED-225,17,9,BJP,YOUTH AFFAIRS AND SPORTS,0.0,0.066,0.9339999999999999,0.52985,positive
LS17-S9-STARRED-224,17,9,BSP,AGRICULTURE AND FARMERS WELFARE,0.1235,0.0475,0.829,0.11762500000000001,positive
LS17-S9-STARRED-222,17,9,BJP,SOCIAL JUSTICE AND EMPOWERMENT,0.0,0.029666666666666664,0.9703333333333334,0.27913333333333334,positive
LS17-S9-STARRED-220,17,9,Regional,TRIBAL AFFAIRS,0.0,0.03,0.97,0.4404,positive
LS17-S9-STARRED-217,17,9,BJP,Education,0.016,0.043,0.941,0.3612,positive
LS17-S9-STARRED-216,17,9,Shiv Sena,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0755,0.0215,0.903,-0.4833,adversarial
LS17-S9-STARRED-212,17,9,INC,FINANCE,0.047,0.047,0.907,0.0,neutral
LS17-S9-STARRED-209,17,9,INC,Education,0.0,0.029,0.971,0.4404,positive
