id,lok_no,session_no,ministry_clean,text_c
LS16-S5-STARRED-279,16,5,Commerce,"***279. SHRIMATI SANTOSH AHLAWAT:** **SHRIMATI SUPRIYA SULE:** Will the Minister of **COMMERCE & INDUSTRY (´ÉÉÉÊhÉVªÉ A´ÉÆ =tÉÉäMÉ àÉÆjÉÉÒ)** be pleased to state: - 1.1. whether the Government proposes to set up Trade Facilitation Council to promote India's overseas shipments; - 1.2. if so, the objectives and composition thereof along with the time by which it is likely to be set up; - 1.3. whether the Government has also asked/requested States to formulate their own State Trade and SEZ Policy, appoint commissioners and prepare export strategy in order to streamline the procedures and increase exports, if so, the details thereof indicating the response of the States thereto and the progress made by them in this regard; - 1.4. whether the Government has held or proposes to hold any meeting with States in this regard, if so, the details thereof indicating the issues discussed and the decisions arrived; and - 1.5. the manner in which the proposed measures are likely to boost exports and to achieve the export targets fixed under New Foreign Trade Policy 2015-20? **okf.kT; ,oa m|ksx jkT; ea=h )Lora= izHkkj)** ( **Jherh fueZyk lhrkje.k** )"
